@@300621	##	fo
Writer	writer	nn1
,	,	y
editor	editor	nn1
,	,	y
authority	authority	nn1
on	on	ii
the	the	at
Far	far	jj
East	east	nd1
,	,	y
Eleanor	eleanor	np1
Franklin	franklin	np1
Egan	egan	np1
died	die	vvd
last	last	md
week	week	nnt1
in	in	ii
Manhattan	manhattan	np1
.	.	y
She	she	pphs1
began	begin	vvd
writing	write	vvg_nn1
at	at	ii
18	18	mc
as	as	ii
a	a	at1
correspondent	correspondent	nn1
for	for	if
'	'	ge
Leslie	leslie	np1
's	be	vbz
Weekly	weekly	jj_nn1@
during	during	ii
the	the	at
Russo-Japanese	russo-japanese	jj
War	war	nn1
.	.	y
In	in	ii
Japan	japan	np1
,	,	y
she	she	pphs1
was	be	vbdz
married	married	jj_vvn%
to	to	ii
Martin	martin	np1
Egan	egan	np1
who	who	pnqs
then	then	rt
represented	represent	vvd_vvn
the	the	at
Associated	associate	jj
Press	press	nn1
.	.	y
Later	later	rrr_jjr
,	,	y
they	they	pphs2
edited	edit	vvd
together	together	rl
the	the	at
Manila	manila	np1
Times	time	nnt2
.	.	y
During	during	ii
the	the	at
War	war	nn1
,	,	y
Mrs.	mrs.-	nnb
Egan	egan	np1
wrote	write	vvd
many	many	da2
articles	article	nn2
from	from	ii
the	the	at
Mesopotamia	mesopotamia	np1_nn1@
front	front	nn1_jj
.	.	y
She	she	pphs1
was	be	vbdz
one	one	mc1
of	of	io
four	four	mc
women	woman	nn2
on	on	ii
the	the	at
American	american	jj
delegation	delegation	nn1
at	at	ii
the	the	at
Limitation	limitation	nn1
of	of	io
Armaments	armament	nn2
Conference	conference	nn1
.	.	y
Of	of	io
late	late	rr
,	,	y
she	she	pphs1
has	have	vhz
contributed	contribute	vvn
a	a	at1
series	series	nn
of	of	io
articles	article	nn2
on	on	ii
the	the	at
Orient	orient	np1
to	to	ii
The	the	at
Saturday	saturday	npd1
Evening	evening	nnt1
Post	post	nn1
.	.	y
She	she	pphs1
was	be	vbdz
an	an	at1
expert	expert	nn1
in	in	ii
her	her	appge
field	field	nn1
.	.	y
<P>	<p>	null	
Her	her	appge
pallbearers	pallbearer	nn2
were	be	vbdr
to	to	to
include	include	vvi
General	general	nnb
James	james	np1
G.	g.-a	np1
Harbord	harbord	np1
,	,	y
Herbert	herbert	np1
Hoover	hoover	np1@_nn1
,	,	y
George	george	np1
Horace	horace	np1
Lorimer	lorimer	np1
(	(	y
famed	famed	jj
editor	editor	nn1
of	of	io
The	the	at
Saturday	saturday	npd1
Evening	evening	nnt1
Post	post	nn1
)	)	y
,	,	y
Wallace	wallace	np1
Irwin	irwin	np1
.	.	y
