@@254369	##	fo
The	the	at
news	news	nn1
from	from	ii
the	the	at
occupied	occupy	jj@
zone	zone	nn1
has	have	vhz
been	be	vbn
marked	mark	vvn
by	by	ii
muddling	muddle	vvg_jj@
contradictions	contradiction	nn2
.	.	y
The	the	at
French	french	nn1_jj
declare	declare	vv0
that	that	cst
the	the	at
resistance	resistance	nn1
is	be	vbz
weakening	weaken	vvg
;	;	y
then	then	rt
a	a	at1
counterstroke	counterstroke	nn1
from	from	ii
the	the	at
Germans	german	nn2
persuades	persuade	vvz
them	them	ppho2
of	of	io
the	the	at
unreality	unreality	nn1
of	of	io
their	their	appge
pretensions	pretension	nn2
.	.	y
The	the	at
Germans	german	nn2
,	,	y
with	with	iw
characteristic	characteristic	jj
obstinacy	obstinacy	nn1
,	,	y
are	be	vbr
getting	get	vvg
on	on	rp@
with	with	iw
the	the	at
job	job	nn1
,	,	y
and	and	cc
,	,	y
with	with	iw
the	the	at
exception	exception	nn1
of	of	io
propagandist	propagandist	nn1
squeals	squeal	nn2_vvz
,	,	y
they	they	pphs2
are	be	vbr
not	not	xx
worrying	worry	vvg@_jj
much	much	rr_da1
about	about	ii
who	who	pnqs
has	have	vhz
the	the	at
upper	upper	jj
hand	hand	nn1
.	.	y
The	the	at
truth	truth	nn1
is	be	vbz
that	that	cst
neither	neither	dd1
side	side	nn1
is	be	vbz
weakening	weaken	vvg
.	.	y
