@@254410	##	fo
Reports	report	vvz
from	from	ii
France	france	np1
indicate	indicate	vv0
that	that	cst_dd1
French	french	jj_nn1
surgeons	surgeon	nn2
have	have	vh0
achieved	achieve	vvn
some	some	dd
measure	measure	nn1
of	of	io
success	success	nn1
in	in	ii
teaching	teach	vvg
the	the	at
blind	blind	jj
to	to	to
see	see	vvi
with	with	iw
parts	part	nn2
of	of	io
their	their	appge
bodies	body	nn2
other	other	ii21
than	than	ii22
their	their	appge
eyes	eye	nn2
.	.	y
<P>	<p>	null	
Two	two	mc
patients	patient	nn2
,	,	y
blind	blind	jj_vv0@_nn1@
from	from	ii
infancy	infancy	nn1
,	,	y
were	be	vbdr
tested	test	vvn
.	.	y
Both	both	db2_rr
have	have	vh0
been	be	vbn
under	under	ii
training	training	nn1_vvg@
for	for	if
some	some	dd
time	time	nnt1
.	.	y
They	they	pphs2
were	be	vbdr
blindfolded	blindfold	vvn@
during	during	ii
the	the	at
tests	test	nn2
to	to	to
make	make	vvi
sure	sure	jj
that	that	cst
they	they	pphs2
were	be	vbdr
not	not	xx
suffering	suffer	vvg
from	from	ii
merely	merely	rr
defective	defective	jj
eyesight	eyesight	nn1
.	.	y
One	one	pn1_mc1
was	be	vbdz
able	able	jk
to	to	to
trace	trace	vvi
with	with	iw
his	his	appge
forefinger	forefinger	jjr_nn1
figures	figure	nn2
and	and	cc
designs	design	nn2
drawn	draw	vvn
on	on	ii
a	a	at1
brightly	brightly	rr
illuminated	illuminate	jj_vvn
glass	glass	nn1
globe	globe	nn1
.	.	y
The	the	at
other	other	nn1@_jj
could	could	vm
detect	detect	vvi
general	general	jj_nn1
directions	direction	nn2
,	,	y
but	but	ccb
could	could	vm
not	not	xx
yet	yet	rr
distinguish	distinguish	vvi
figures	figure	nn2
clearly	clearly	rr
.	.	y
