@@254422	##	fo
Secret	secret	jj_nn1
Service	service	nn1
raids	raid	nn2_vvz@
on	on	ii
a	a	at1
counterfeiting	counterfeiting	jj@_nn1@
conspiracy	conspiracy	nn1
,	,	y
characterized	characterize	vvn_vvd
in	in	ii
the	the	at
New	new	np1
York	york	np1
afternoon	afternoon	nnt1
edition	edition	nn1
as	as	csa_rg@
"	"	"
gigantic	gigantic	jj
,	,	y
"	"	"
increased	increase	vvd_vvn
the	the	at
population	population	nn1
of	of	io
the	the	at
New	new	np1
York	york	np1
jails	jail	nn2
by	by	ii
22	22	mc
and	and	cc
added	add	vvd_vvn
to	to	ii
the	the	at
government	government	nn1
's	's	ge
collection	collection	nn1
of	of	io
criminal	criminal	jj_nn1
curios	curio	nn2
about	about	rg
$100,000	$100,000	nnu
in	in	ii
bogus	bogus	jj
bank	bank	nn1
notes	note	nn2_vvz
.	.	y
Although	although	cs
a	a	at1
cryptic	cryptic	jj
secrecy	secrecy	nn1
veiled	veil	vvd_vvn
the	the	at
details	detail	nn2
of	of	io
the	the	at
Federal	federal	jj
activity	activity	nn1
,	,	y
it	it	pph1
is	be	vbz
said	say	vvn@
that	that	cst_dd1
over	over	rg
1,000	1,000	mc
persons	person	nn2
will	will	vm
be	be	vbi
arrested	arrest	vvn
for	for	if
connection	connection	nn1
with	with	iw
the	the	at
counterfeiters	counterfeiter	nn2
.	.	y
Millions	millions	m
of	of	io
revenue	revenue	nn1
stamps	stamp	nn2_vvz
,	,	y
postage	postage	nn1
stamps	stamp	nn2_vvz
,	,	y
whisky	whisky	nn1
,	,	y
beer	beer	nn1
and	and	cc
champagne	champagne	nn1
labels	label	nn2
,	,	y
bonded	bond	vvd_jj@
liquor	liquor	nn1
seals	seal	nn2_vvz
,	,	y
and	and	cc
doctor	doctor	nn1
's	's	ge
prescription	prescription	nn1
blanks	blank	nn2
were	be	vbdr
also	also	rr
discovered	discover	vvn
.	.	y
Secret	secret	jj_nn1
Service	service	nn1
men	man	nn2
say	say	vv0
that	that	cst
their	their	appge
prisoners	prisoner	nn2
have	have	vh0
gulled	gull	vvn
the	the	at
trusting	trusting	jj
public	public	nn1_jj
for	for	if
over	over	rg
$1,000,000	$1,000,000	nnu
in	in	ii
crooked	crooked	jj
currency	currency	nn1
and	and	cc
over	over	rg
$10,000,000	$10,000,000	nnu
in	in	ii
spurious	spurious	jj
stamps	stamp	nn2
,	,	y
labels	label	nn2
and	and	cc
seals	seal	vvz_nn2
in	in	ii
the	the	at
past	past	jj_nn1
year	year	nnt1
.	.	y
