@@220525	##	fo
Arizona	arizona	np1
is	be	vbz
a	a	at1
mule	mule	nn1
.	.	y
He	he	pphs1
belongs	belong	vvz
to	to	ii
the	the	at
Army	army	nn1
.	.	y
His	his	appge
neck	neck	nn1
was	be	vbdz
wounded	wound	vvn
by	by	ii
shrapnel	shrapnel	nn1
in	in	ii
the	the	at
Argonne	argonne	np1_nn1@
.	.	y
All	all	db
three	three	mc
"	"	"
A	a	zz221
's	be	zz222
"	"	"
were	be	vbdr
condensed	condense	vvn
as	as	csa_ii@
one	one	pn1_mc1
on	on	ii
a	a	at1
clean	clean	jj
new	new	jj
blanket	blanket	nn1
which	which	ddq
the	the	at
30th	30th	md
Infantry	infantry	nn
,	,	y
now	now	rt
stationed	station	vvn
at	at	ii
the	the	at
Presidio	presidio	np1_nn1@
in	in	ii
San	san	np1
Francisco	francisco	np1
,	,	y
last	last	md
week	week	nnt1
draped	drape	vvn_vvd
upon	upon	ii
Arizona	arizona	np1
and	and	cc
then	then	rt
saluted	salute	vvd
.	.	y
While	while	cs
the	the	at
men	man	nn2
marched	march	vvn
by	by	ii
him	him	ppho1
,	,	y
Arizona	arizona	np1
,	,	y
little	little	rr
knowing	know	vvg
that	that	cst
he	he	pphs1
had	have	vhd
committed	commit	vvn
"	"	"
valor	valor	nn1
under	under	ii
fire	fire	nn1
,	,	y
"	"	"
but	but	ccb
doubtless	doubtless	rr
remembering	remember	vvg
many	many	da2
a	a	at1
whack	whack	nn1
on	on	ii
the	the	at
behind	behind	nn1%
in	in	ii
the	the	at
days	day	nnt2
when	when	rrq
he	he	pphs1
dragged	drag	vvd
a	a	at1
field	field	nn1
gun	gun	nn1
,	,	y
rolled	roll	vvd_vvn
a	a	at1
mulish	mulish	jj
eye	eye	nn1
at	at	ii
Brigadier-General	brigadier-general	nnb
Frank	frank	np1
C.	c.-a	np1
Bolles	bolles	np2
and	and	cc
mulishly	mulishly	rr
munched	munch	vvd_vvn@
carrots	carrot	nn2
.	.	y
