@@220040	##	fo
Australia	australia	np1
proposes	propose	vvz
a	a	at1
Federal	federal	jj
Education	education	nn1
Bureau	bureau	nn1
to	to	to
coordinate	coordinate	vvi
education	education	nn1
in	in	ii
the	the	at
commonwealth	commonwealth	nn1
.	.	y
At	at	ii
the	the	at
same	same	da
time	time	nnt1
,	,	y
projects	project	nn2_vvz@
for	for	if
education	education	nn1
by	by	ii
travel	travel	nn1
are	be	vbr
being	be	vbg
much	much	rr
discussed	discuss	vvn_vvd
.	.	y
Thirty	thirty	mc
day	day	nnt1
travel	travel	nn1_vv0
trips	trip	nn2_vvz
covering	cover	vvg
New	new	np1
Zealand	zealand	np1
,	,	y
South	south	np1
Africa	africa	np1
,	,	y
New	new	np1
Guinea	guinea	np1
,	,	y
Ceylon	ceylon	np1
and	and	cc
the	the	at
islands	island	nn2
,	,	y
interstate	interstate	jj
tours	tour	nn2
and	and	cc
tours	tour	nn2_vvz@
around	around	ii_rp
the	the	at
world	world	nn1
have	have	vh0
been	be	vbn
suggested	suggest	vvn
.	.	y
The	the	at
impetus	impetus	nn1
is	be	vbz
supposed	supposed	jj
to	to	to
come	come	vvi
from	from	ii
the	the	at
success	success	nn1
of	of	io
the	the	at
Rhodes	rhodes	np1
scholarships	scholarship	nn2
and	and	cc
the	the	at
experience	experience	nn1
of	of	io
Australians	australian	nn2
overseas	overseas	rl
during	during	ii
the	the	at
war	war	nn1
.	.	y
There	there	ex
are	be	vbr
about	about	rg
4,500	4,500	mc
Australians	australian	nn2
at	at	ii
school	school	nn1
in	in	ii
England	england	np1
this	this	dd1
year	year	nnt1
.	.	y
