@@253903	##	fo
Last	last	md
week	week	nnt1
it	it	pph1
was	be	vbdz
ascertained	ascertain	vvn
that	that	dd1_cst
Comptroller	comptroller	nn1
General	general	nnb
McCarl	mccarl	np1	
,	,	y
"	"	"
watchdog	watchdog	nn1
of	of	io
the	the	at
treasury	treasury	nn1
,	,	y
"	"	"
had	have	vhd
spent	spend	vvn
$1,650	$1,650	nnu
for	for	if
new	new	jj
rugs	rug	nn2
in	in	ii
his	his	appge
office	office	nn1
.	.	y
Criticism	criticism	nn1
from	from	ii
various	various	jj
departmental	departmental	jj
heads	head	nn2
who	who	pnqs
have	have	vh0
felt	feel	vvn
Mr.	mr.-	nnb
McCarl	mccarl	np1	
's	's	ge
blue	blue	jj
pencil	pencil	nn1
slashes	slash	vvz
,	,	y
brought	bring	vvd_vvn
forth	forth	rr
the	the	at
explanation	explanation	nn1
that	that	cst
"	"	"
he	he	pphs1
might	might	vm
have	have	vhi
paid	pay	vvn
$6,000	$6,000	nnu
for	for	if
one	one	mc1
rug	rug	nn1
,	,	y
as	as	csa
did	do	vdd
a	a	at1
certain	certain	jj
Cabinet	cabinet	nn1
official	official	nn1
.	.	y
"	"	"
