@@164699	##	fo
The	the	at
Signor	signor	nn1
and	and	cc
the	the	at
Signora	signora	nnb
Mussolini	mussolini	np1
occupy	occupy	vv0
the	the	at
same	same	da
residence	residence	nn1
for	for	if
a	a	at1
few	few	da2
days	day	nnt2
each	each	dd1
year	year	nnt1
,	,	y
usually	usually	rr
at	at	ii
Christmas	christmas	nnt1
tide	tide	nn1
and	and	cc
on	on	ii
his	his	appge
birthday	birthday	nn1
.	.	y
Last	last	md
week	week	nnt1
the	the	at
Signor	signor	nnb
Mussolini	mussolini	np1
was	be	vbdz
forty-five	forty-five	mc
,	,	y
dutifully	dutifully	rr
approached	approach	vvd_vvn
his	his	appge
spouse	spouse	nn1
at	at	ii
Capena	capena	np1	
,	,	y
their	their	appge
farm	farm	nn1
in	in	ii
northern	northern	jj
Italy	italy	np1
,	,	y
and	and	cc
next	next	md
morning	morning	nnt1
drove	drive	vvd
his	his	appge
racing	race	jj@_nn1@
car	car	nn1
roaring	roar	vvg
back	back	rp
to	to	ii
Rome	rome	np1
.	.	y
