@@253703	##	fo
Bloody	bloody	jj_rr
fighting	fight	nn1_vvg
continued	continue	vvd_vvn_jj
in	in	ii
Spanish	spanish	jj
Morocco	morocco	np1_nn1%
.	.	y
<P>	<p>	null	
A	a	at1
fortnight	fortnight	nnt1
ago	ago	ra
,	,	y
400	400	mc
Spaniards	spaniard	nn2
were	be	vbdr
sent	send	vvn
to	to	ii
their	their	appge
happy	happy	jj
hunting	hunt	nn1
ground	ground	nn1
when	when	cs_rrq
they	they	pphs2
attempted	attempt	vvd
to	to	to
fraternize	fraternize	vvi
with	with	iw
some	some	dd
brother	brother	nn1
Spaniards	spaniard	nn2
who	who	pnqs
turned	turn	vvd
out	out	rp
to	to	to
be	be	vbi
unbrotherly	unbrotherly	jj
Moors	moor	nn2
.	.	y
<P>	<p>	null	
Last	last	md
week	week	nnt1
,	,	y
irate	irate	jj
,	,	y
the	the	at
Spaniards	spaniard	nn2
stormed	storm	vvd
the	the	at
various	various	jj
native	native	jj
strongholds	stronghold	nn2
with	with	iw
much	much	da1
ferocity	ferocity	nn1
.	.	y
They	they	pphs2
Suffered	suffer	vvd
minor	minor	jj
defeats	defeat	nn2
but	but	ccb
the	the	at
situation	situation	nn1
was	be	vbdz
said	say	vvn@
to	to	to
be	be	vbi
"	"	"
generally	generally	rr
improved	improve	vvn_vvd_jj
.	.	y
"	"	"
<P>	<p>	null	
One	one	mc1
day	day	nnt1
the	the	at
Spaniards	spaniard	nn2
are	be	vbr
expected	expect	vvn
to	to	to
end	end	vvi
the	the	at
war	war	nn1
,	,	y
which	which	ddq
has	have	vhz
now	now	rt
raged	rage	vvn
for	for	if
years	year	nnt2
.	.	y
