@@254392	##	fo
Gandhism	gandhism	nn1	
is	be	vbz
rife	rife	jj
in	in	ii
Korea	korea	np1
,	,	y
province	province	nn1
of	of	io
Japan	japan	np1
.	.	y
Koreans	korean	nn2
are	be	vbr
being	be	vbg
urged	urge	vvn
by	by	ii
their	their	appge
leaders	leader	nn2
to	to	to
use	use	vvi
only	only	jj
articles	article	nn2
of	of	io
Korean	korean	jj
manufacture	manufacture	nn1
.	.	y
Although	although	cs
civil	civil	jj
disobedience	disobedience	nn1
has	have	vhz
not	not	xx
been	be	vbn
advised	advise	vvn
,	,	y
the	the	at
movement	movement	nn1
is	be	vbz
an	an	at1
attempt	attempt	nn1
to	to	to
copy	copy	vvi
the	the	at
Gandhi	gandhi	np1
methods	method	nn2
in	in	ii
India	india	np1
.	.	y
Governor-General	governor-general	nn1
Saito	saito	nn1_np1
says	say	vvz
that	that	cst
the	the	at
people	people	nn
are	be	vbr
as	as	ii
a	a	at1
whole	whole	nn1
satisfied	satisfy	vvn@_vvd@_jj
with	with	iw
the	the	at
Japanese	japanese	jj_nn1
regime	regime	nn1
and	and	cc
that	that	cst
the	the	at
state	state	nn1
of	of	io
unrest	unrest	nn1
should	should	vm
not	not	xx
be	be	vbi
taken	take	vvn
too	too	rg
seriously	seriously	rr
.	.	y
