@@163768	##	fo
In	in	ii
Osaka	osaka	np1
,	,	y
Japan	japan	np1
,	,	y
the	the	at
Nipponese	nipponese	np2_nn
won	win	vvd
the	the	at
championship	championship	nn1
title	title	nn1
of	of	io
the	the	at
Sixth	sixth	md
Far	far	jj_rr
Eastern	eastern	jj
Olympics	olympics	nn2
.	.	y
Despite	despite	ii
much	much	da1
wind	wind	nn1
and	and	cc
rain	rain	nn1
,	,	y
30,000	30,000	mc
spectators	spectator	nn2
attended	attend	vvd_vvn
daily	daily	rr_jj
.	.	y
Prince	prince	nn1
<P>	<p>	null	
Chichibu	chichibu	nn1_np1@	
,	,	y
second	second	md
son	son	nn1
of	of	io
the	the	at
Mikado	mikado	nn1_np1
,	,	y
himself	himself	ppx1
expert	expert	jj@
at	at	ii
fencing	fencing	nn1
and	and	cc
tennis	tennis	nn1
,	,	y
brooded	brood	vvd
over	over	ii_rp
the	the	at
scene	scene	nn1
at	at	ii
all	all	db
times	time	nnt2
.	.	y
Nippon	nippon	np1
took	take	vvd
the	the	at
track	track	nn1
and	and	cc
field	field	nn1
,	,	y
tennis	tennis	nn1
and	and	cc
swimming	swim	vvg_nn1
titles	title	nn2
.	.	y
The	the	at
Filipinos	filipino	nn2
were	be	vbdr
crowned	crown	vvn_jj@
kings	king	nn2
of	of	io
basketball	basketball	nn1
,	,	y
volleyball	volleyball	nn1
,	,	y
baseball	baseball	nn1
.	.	y
China	china	np1
won	win	vvd
only	only	rr
at	at	ii
football	football	nn1
.	.	y
