@@254775	##	fo
Andrew	andrew	np1
Latham	latham	np1
Smith	smith	np1
played	play	vvd
fullback	fullback	nn1
at	at	ii
Pennsylvania	pennsylvania	np1
;	;	y
playing	play	vvg
so	so	rg
well	well	rr
he	he	pphs1
was	be	vbdz
nominated	nominate	vvn
All-American	all-american	jj_nn1@
.	.	y
He	he	pphs1
took	take	vvd
to	to	ii
football	football	nn1
coaching	coach	vvg_nn1
at	at	ii
California	california	np1
;	;	y
coaching	coach	vvg
so	so	rg_rr
well	well	rr
that	that	dd1_cst
for	for	if
five	five	mc
and	and	cc
a	a	at1
half	half	db
seasons	season	nnt2
his	his	appge
elevens	elevens	mc2
were	be	vbdr
undefeated	undefeated	jj
.	.	y
He	he	pphs1
died	die	vvd
in	in	ii
1926	1926	mc
and	and	cc
,	,	y
true	true	jj
to	to	ii
his	his	appge
dying	die	jj
wish	wish	nn1
,	,	y
his	his	appge
ashes	ash	nn2
were	be	vbdr
scattered	scatter	vvn
over	over	ii_rp
the	the	at
Memorial	memorial	nn1
Stadium	stadium	nn1
at	at	ii
Berkeley	berkeley	np1
.	.	y
Last	last	md
week	week	nnt1
a	a	at1
players	player	nn2
'	'	ge
bench	bench	nn1
was	be	vbdz
unveiled	unveil	vvn@_jj@
and	and	cc
dedicated	dedicate	vvn_vvd
to	to	ii
"	"	"
Andy	andy	np1
"	"	"
Smith	smith	np1
.	.	y
Pennsylvania	pennsylvania	np1
sent	send	vvd
its	its	appge
eleven	eleven	mc
to	to	ii
the	the	at
dedication	dedication	nn1
;	;	y
grieved	grieve	vvd_vvn_jj
to	to	to
hear	hear	vvi
that	that	cst
the	the	at
Californian	californian	jj
attack	attack	nn1
,	,	y
led	lead	vvn
by	by	ii
Brick	brick	nn1
Marcus	marcus	np1
who	who	pnqs
plays	play	vvz
football	football	nn1
in	in	ii_rp@
specially	specially	rr
guarded	guard	jj_vvn
eyeglasses	eyeglasses	nn2
,	,	y
was	be	vbdz
irresistible	irresistible	jj
.	.	y
California	california	np1
27	27	mc
,	,	y
Penn	penn	np1
13	13	mc
.	.	y
<P>	<p>	null	
Eastern	eastern	jj
tribulations	tribulation	nn2
were	be	vbdr
increased	increase	vvn
when	when	cs_rrq
Stanford	stanford	np1
edged	edge	vvd
out	out	rp
a	a	at1
victory	victory	nn1
over	over	ii
unbeaten	unbeaten	jj
Pittsburgh	pittsburgh	np1
7-6	7-6	mcmc
.	.	y
Fumbles	fumble	nn2_np1@
preceded	precede	vvd_vvn
both	both	db2
touchdowns	touchdown	nn2
.	.	y
Sixty	sixty	mc
thousand	thousand	m
jammed	jam	vvn_vvd@
the	the	at
Pasadena	pasadena	np1
Stadium	stadium	nn1
to	to	to
watch	watch	vvi
this	this	dd1
Tournament	tournament	nn1
of	of	io
Roses	rose	nn2
spectacle	spectacle	nn1
write	write	vv0
finish	finish	nn1_vv0
to	to	ii
the	the	at
football	football	nn1
season	season	nnt1
.	.	y
