@@254347	##	fo
A	a	zz1
bonus	bonus	nn1
for	for	if
world	world	nn1
war	war	nn1
veterans	veteran	nn2
is	be	vbz
forecast	forecast	nn1_vvn%
for	for	if
next	next	md
year	year	nnt1
.	.	y
The	the	at
late	late	jj
bill	bill	nn1
providing	provide	vvg
an	an	at1
adjusted	adjust	jj@
compensation	compensation	nn1
had	have	vhd
not	not	xx
sufficient	sufficient	jj
support	support	nn1
to	to	to
go	go	vvi
over	over	ii_rp
Mr.	mr.-	nnb
Harding	harding	np1
's	's	ge
veto	veto	nn1
.	.	y
But	but	ccb
the	the	at
new	new	jj
Congress	congress	nn1
is	be	vbz
expected	expect	vvn_jj
to	to	to
have	have	vhi
the	the	at
two-thirds	two-thirds	mf
majority	majority	nn1
required	require	vvn
in	in	ii31
favor	favor	ii32
of	of	ii33
the	the	at
bill	bill	nn1
.	.	y
<P>	<p>	null	
The	the	at
President	president	nn1
stands	stand	vvz_nn2
by	by	ii
his	his	appge
word	word	nn1
that	that	cst
he	he	pphs1
will	will	vm
veto	veto	vvi
any	any	dd
bonus	bonus	nn1
not	not	xx
based	base	vvn
on	on	ii
a	a	at1
sales-tax	sales-tax	nn1
.	.	y
