@@299679	##	fo
The	the	at
American	american	jj
Booksellers	bookseller	nn2_np1
'	'	ge
Association	association	nn1
met	meet	vvn_vvd
in	in	ii
Chicago	chicago	np1
,	,	y
determined	determine	vvn_jj_vvd@
to	to	to
organize	organize	vvi
a	a	at1
system	system	nn1
of	of	io
telegraph	telegraph	nn1
delivery	delivery	nn1
like	like	ii
that	that	dd1
which	which	ddq
has	have	vhz
long	long	rr
been	be	vbn
a	a	at1
prop	prop	nn1
of	of	io
the	the	at
florist	florist	nn1
trade	trade	nn1
.	.	y
"	"	"
Books	book	nn2
telegraphed	telegraph	vvd_vvn@
anywhere	anywhere	rl
,	,	y
"	"	"
is	be	vbz
the	the	at
slogan	slogan	nn1
.	.	y
Booksellers	bookseller	nn2
hope	hope	vv0
that	that	cst
this	this	dd1
will	will	vm
stimulate	stimulate	vvi
those	those	dd2
whom	whom	pnqo
life	life	nn1
has	have	vhz
parted	part	vvn
to	to	to
use	use	vvi
books	book	nn2
for	for	if
the	the	at
expression	expression	nn1
of	of	io
a	a	at1
thought	think	nn1
,	,	y
a	a	at1
sentiment	sentiment	nn1
,	,	y
as	as	csa
they	they	pphs2
now	now	rt
use	use	vv0
flowers	flower	nn2
.	.	y
