@@254386	##	fo
The	the	at
Free	free	jj
City	city	nn1
of	of	io
Danzig	danzig	np1
is	be	vbz
about	about	rpk
to	to	to
invite	invite	vvi
the	the	at
United	united	np1
States	state	np1
to	to	to
subscribe	subscribe	vvi
to	to	ii
a	a	at1
loan	loan	nn1
of	of	io
$20,000,000	$20,000,000	nnu
for	for	if
the	the	at
purpose	purpose	nn1
of	of	io
establishing	establish	vvg
a	a	at1
new	new	jj
currency	currency	nn1
to	to	to
replace	replace	vvi
the	the	at
German	german	nn1_jj
and	and	cc
Polish	polish	jj
paper	paper	nn1
marks	marks	nn2
.	.	y
The	the	at
new	new	jj
unit	unit	nn1
of	of	io
currency	currency	nn1
of	of	io
the	the	at
former	former	da
German	german	jj_nn1
port	port	nn1
will	will	vm
be	be	vbi
either	either	rr
the	the	at
dollar	dollar	nnu1
or	or	cc
the	the	at
pound	pound	nn1
sterling	sterling	nn1
.	.	y
<P>	<p>	null	
Many	many	da2
towered	tower	vvd
Danzig	danzig	np1
is	be	vbz
administered	administer	vvn
by	by	ii
the	the	at
League	league	nn1
of	of	io
Nations	nation	nn2
through	through	ii
a	a	at1
High	high	jj
Commissioner	commissioner	nn1
,	,	y
appointed	appoint	vvn
for	for	if
one	one	mc1
year	year	nnt1
.	.	y
He	he	pphs1
is	be	vbz
directly	directly	rr
responsible	responsible	jj
to	to	ii
the	the	at
Council	council	nn1
of	of	io
the	the	at
League	league	nn1
;	;	y
his	his	appge
duty	duty	nn1
is	be	vbz
to	to	to
mediate	mediate	vvi
in	in	ii_rp@
differences	difference	nn2
between	between	ii
the	the	at
Free	free	jj
City	city	nn1
and	and	cc
its	its	appge
neighbors	neighbor	nn2
(	(	y
Germany	germany	np1
and	and	cc
Poland	poland	np1
)	)	y
.	.	y
The	the	at
civic	civic	jj
administration	administration	nn1
is	be	vbz
conducted	conduct	vvn
by	by	ii
a	a	at1
Senate	senate	nn1
and	and	cc
an	an	at1
Assembly	assembly	nn1
,	,	y
elected	elect	vvn
by	by	ii
the	the	at
population	population	nn1
,	,	y
on	on	ii
the	the	at
basis	basis	nn1
of	of	io
a	a	at1
constitution	constitution	nn1
approved	approve	vvn
by	by	ii
the	the	at
High	high	jj
Commissioner	commissioner	nn1
and	and	cc
the	the	at
Council	council	nn1
.	.	y
