@@493360	##	fo
Shepherding	shepherd	vvg
Who	who	pnqs
is	be	vbz
more	more	rgr
tender	tender	jj
than	than	csn
a	a	at1
shepherd	shepherd	nn1
is	be	vbz
,	,	y
The	the	at
intimacy	intimacy	nn1
of	of	io
weathers	weather	nn2
in	in	ii
his	his	appge
face	face	nn1
?	?	y
A	a	at1_zz1
fold	fold	nn1
,	,	y
a	a	at1
serviceable	serviceable	jj
staff	staff	nn
is	be	vbz
his	his	ppge@
:	:	y
Out	out	rp
in	in	ii
the	the	at
park	park	nn1
or	or	cc
some	some	dd
like	like	jj@
country	country	nn1
place	place	nn1_vv0
,	,	y
Have	have	vh0
I	i	ppis1
not	not	xx
seen	see	vvn
one	one	pn1_mc1
,	,	y
in	in	ii
a	a	at1
golden	golden	jj
air	air	nn1
,	,	y
On	on	ii
golden	golden	jj
road	road	nn1
,	,	y
driving	drive	vvg
his	his	appge
flock	flock	nn1
before	before	rt
,	,	y
A	a	zz1_at1@
figure	figure	vv0@_nn1
tall	tall	jj
,	,	y
hereditary	hereditary	jj
,	,	y
spare	spare	vv0_jj
,	,	y
And	and	cc
longed	long	vvd_vvn
to	to	to
follow	follow	vvi
to	to	ii
that	that	dd1
kindly	kindly	jj
door	door	nn1
?	?	y
It	it	pph1
must	must	vm
be	be	vbi
that	that	cst
some	some	dd
rich	rich	jj
,	,	y
forgotten	forget	jj@_vvn
thing	thing	nn1
Chokes	choke	vvz_nn2
at	at	ii
the	the	at
heart	heart	nn1
at	at	ii
sight	sight	nn1
of	of	io
these	these	dd2
who	who	pnqs
pass	pass	vv0
;	;	y
Lost	lose	jj@_vvd_vvn
dreams	dream	nn2
gather	gather	vv0
about	about	ii
us	us	ppio2
in	in	ii
the	the	at
grass	grass	nn1
;	;	y
And	and	cc
when	when	cs_rrq
this	this	dd1
happens	happen	vvz
,	,	y
for	for	if
a	a	at1
moment	moment	nn1
we	we	ppis2
fling	fling	vv0
Our	our	appge
gold	gold	nn1
down	down	rp
,	,	y
as	as	rr31
it	it	rr32
were	be	vbdr
but	but	ccb
hoarded	hoard	vvd_vvn
glass	glass	nn1
,	,	y
And	and	cc
run	run	vv0_vvn
back	back	rp
to	to	ii
our	our	appge
ancient	ancient	jj_nn1@
shepherding	shepherd	nn1%_vvg
.	.	y
