@@219789	##	fo
After	after	cs_ii
an	an	at1
absence	absence	nn1
of	of	io
eight	eight	mc
years	year	nnt2
of	of	io
adventure	adventure	nn1
,	,	y
agitation	agitation	nn1
and	and	cc
jail	jail	nn1_vv0@
in	in	ii
foreign	foreign	jj
parts	part	nn2
,	,	y
Jim	jim	np1
Larkin	larkin	np1
,	,	y
Irish	irish	jj
Revolutionist	revolutionist	nn1_jj
recently	recently	rr
deported	deport	vvn_vvd
from	from	ii
the	the	at
United	united	np1
States	state	np1
,	,	y
arrived	arrive	vvd_vvn
in	in	ii_rp@
his	his	appge
native	native	jj
Dublin	dublin	np1
.	.	y
He	he	pphs1
was	be	vbdz
greeted	greet	vvn
with	with	iw
cheers	cheers	nn2@
by	by	ii
many	many	da2
thousands	thousands	m
of	of	io
Irish	irish	jj
workers	worker	nn2
and	and	cc
marched	march	vvd_vvn
through	through	ii
the	the	at
streets	street	nn2
to	to	to
make	make	vvi
a	a	at1
speech	speech	nn1
at	at	ii
Liberty	liberty	nn1
Hall	hall	nn1
,	,	y
with	with	iw
two	two	mc
bands	band	nn2_vvz
playing	play	vvg
and	and	cc
red	red	jj_nn1
and	and	cc
green	green	jj
flags	flag	nn2
waving	wave	vvg_jj
.	.	y
