@@220248	##	fo
According	according	ii21
to	to	ii22
Mr.	mr.-	nnb
Julian	julian	np1
Arnold	arnold	np1
,	,	y
commercial	commercial	jj
attache	attache	nn1
of	of	io
the	the	at
American	american	jj
Legation	legation	nn1
at	at	ii
Peking	peking	np1
,	,	y
railway	railway	nn1
transportation	transportation	nn1
is	be	vbz
the	the	at
greatest	greatest	jjt
problem	problem	nn1
in	in	ii
modern	modern	jj
China	china	nn1@_np1
.	.	y
<P>	<p>	null	
The	the	at
Chinese	chinese	jj
alphabet	alphabet	nn1
has	have	vhz
been	be	vbn
reduced	reduce	vvn
from	from	ii
40,000	40,000	mc
symbols	symbol	nn2
to	to	ii
40	40	mc
.	.	y
This	this	dd1
is	be	vbz
the	the	at
result	result	nn1
of	of	io
the	the	at
development	development	nn1
of	of	io
a	a	at1
linotype	linotype	nn1
machine	machine	nn1_vv0
by	by	ii
the	the	at
Mergenthaler	mergenthaler	np1_nn1	
Linotype	linotype	np1
Company	company	nn1
.	.	y
