@@219982	##	fo
The	the	at
last	last	md
official	official	jj_nn1
bulletin	bulletin	nn1
issued	issue	vvn
by	by	ii
eight	eight	mc
doctors	doctor	nn2
states	state	vvz
that	that	cst
Lenin	lenin	np1
may	may	vm
recover	recover	vvi
from	from	ii
his	his	appge
malady	malady	nn1
:	:	y
<P>	<p>	null	
"	"	"
Recognizing	recognize	vvg
applied	apply	jj
methods	method	nn2
as	as	csa_rg@
correct	correct	jj
,	,	y
the	the	at
consultation	consultation	nn1
finds	find	vvz
that	that	cst
the	the	at
illness	illness	nn1
,	,	y
judging	judge	vvg
by	by	ii
the	the	at
course	course	nn1
of	of	io
treatment	treatment	nn1
and	and	cc
the	the	at
results	result	nn2
of	of	io
the	the	at
examination	examination	nn1
,	,	y
belongs	belong	vvz
to	to	ii
a	a	at1
category	category	nn1
where	where	rrq
complete	complete	jj
restoration	restoration	nn1
of	of	io
health	health	nn1
is	be	vbz
possible	possible	jj
.	.	y
"	"	"
<P>	<p>	null	
Regular	regular	jj
bulletins	bulletin	nn2
are	be	vbr
to	to	to
be	be	vbi
discontinued	discontinue	vvn
owing	owe	ii21
to	to	ii22
the	the	at
improvement	improvement	nn1
in	in	ii
the	the	at
Premier	premier	nn1
's	's	ge
condition	condition	nn1
.	.	y
