@@254358	##	fo
Mrs.	mrs.-	nnb
Gifford	gifford	np1
Pinchot	pinchot	np1
,	,	y
having	have	vhg
drawn	draw	vvn
breath	breath	nn1
after	after	ii_cs
the	the	at
whirlwind	whirlwind	nn1
campaign	campaign	nn1
that	that	cst
made	make	vvd
her	her	appge
husband	husband	nn1
Governor	governor	nn1
of	of	io
Pennsylvania	pennsylvania	np1
,	,	y
went	go	vvd
to	to	ii
Washington	washington	np1
with	with	iw
a	a	at1
plan	plan	nn1
.	.	y
<P>	<p>	null	
"	"	"
Let	let	vv0
the	the	at
women	woman	nn2
of	of	io
a	a	at1
state	state	nn1
or	or	cc
other	other	jj
unit	unit	nn1
area	area	nn1
take	take	vv0
charge	charge	nn1
of	of	io
prohibition	prohibition	nn1
enforcement	enforcement	nn1
,	,	y
"	"	"
she	she	pphs1
urged	urge	vvd
President	president	nnb
Harding	harding	np1
.	.	y
"	"	"
Let	let	vv0
them	them	ppho2
take	take	vvi
charge	charge	nn1
from	from	ii
top	top	nn1
to	to	ii
bottom	bottom	nn1
,	,	y
as	as	csa_ii
an	an	at1
experiment	experiment	nn1
,	,	y
and	and	cc
see	see	vv0
if	if	csw@_cs
women	woman	nn2
are	be	vbr
not	not	xx
more	more	rgr_dar
zealous	zealous	jj
for	for	if
enforcement	enforcement	nn1
than	than	csn
men	man	nn2
.	.	y
"	"	"
<P>	<p>	null	
President	president	nnb
Harding	harding	np1
thinks	think	vvz
enough	enough	dd
of	of	io
the	the	at
proposal	proposal	nn1
to	to	to
have	have	vhi
it	it	pph1
referred	refer	vvn
to	to	ii
the	the	at
Prohibition	prohibition	nn1
Bureau	bureau	nn1
,	,	y
where	where	cs_rrq
it	it	pph1
may	may	vm
have	have	vhi
effect	effect	nn1
despite	despite	ii
rough-and-ready	rough-and-ready	jj
opposition	opposition	nn1
.	.	y
<P>	<p>	null	
Mrs.	mrs.-	nnb
Pinchot	pinchot	np1
does	do	vdz
not	not	xx
claim	claim	vvi
absolute	absolute	jj
honesty	honesty	nn1
for	for	if
all	all	db
women	woman	nn2
,	,	y
but	but	ccb
she	she	pphs1
told	tell	vvd
the	the	at
President	president	nn1
she	she	pphs1
believed	believe	vvd
"	"	"
there	there	ex_rl
are	be	vbr
available	available	jj
1,000	1,000	mc
to	to	ii
50,000	50,000	mc
women	woman	nn2
who	who	pnqs
are	be	vbr
unbribable	unbribable	jj
.	.	y
And	and	cc
they	they	pphs2
are	be	vbr
more	more	rgr_rrr
prejudiced	prejudiced	jj_vvn@
in	in	ii31
favor	favor	ii32
of	of	ii33
prohibition	prohibition	nn1
than	than	csn
men	man	nn2
.	.	y
"	"	"
