@@254500	##	fo
At	at	ii
Chicago	chicago	np1
,	,	y
an	an	at1
infant	infant	nn1
's	's	ge
crche	crche	nn1
was	be	vbdz
opened	open	vvn
by	by	ii
the	the	at
city	city	nn1
's	's	ge
University	university	nn1
.	.	y
Small	small	jj_np1
persons	person	nn2
of	of	io
three	three	mc
,	,	y
four	four	mc
and	and	cc
five	five	mc
years	year	nnt2
,	,	y
instead	instead	ii21
of	of	ii22
keeping	keep	vvg
their	their	appge
doting	doting	jj
parents	parent	nn2
at	at	ii
home	home	nn1
by	by	ii
their	their	appge
screechings	screeching	nn2
and	and	cc
other	other	jj
forms	form	nn2
of	of	io
infantile	infantile	jj
hilarity	hilarity	nn1
,	,	y
can	can	vm
now	now	rt
be	be	vbi
left	leave	vvn
to	to	to
exercise	exercise	vvi
their	their	appge
lungs	lung	nn2
as	as	csa
they	they	pphs2
see	see	vv0
fit	fit	jj_vv0
in	in	ii
a	a	at1
day	day	nnt1
nursery	nursery	nn1
,	,	y
while	while	cs
fathers	father	nn2
and	and	cc
mothers	mother	nn2
attend	attend	vv0
to	to	ii
the	the	at
sterner	sterne	jjr_nn1
matters	matter	nn2
of	of	io
life	life	nn1
in	in	ii
the	the	at
lecture	lecture	nn1
room	room	nn1
.	.	y
