@@253579	##	fo
"	"	"
Big	big	jj
Jim	jim	np1
"	"	"
Larkin	larkin	np1
,	,	y
Irish	irish	jj
labor	labor	nn1
agitator	agitator	nn1
,	,	y
who	who	pnqs
was	be	vbdz
pardoned	pardon	vvn
from	from	ii
Sing	sing	vv0
'	'	ge_"@
Sing	sing	vv0
by	by	ii
Governor	governor	nnb
Al	al	np1
Smith	smith	np1
of	of	io
New	new	np1
York	york	np1
after	after	ii
having	have	vhg
served	serve	vvn
more	more	dar
than	than	csn
two	two	mc
years	year	nnt2
of	of	io
a	a	at1
ten	ten	mc
year	year	nnt1
sentence	sentence	nn1
for	for	if
criminal	criminal	jj_nn1
anarchy	anarchy	nn1
,	,	y
was	be	vbdz
deported	deport	vvn
to	to	ii
Ireland	ireland	np1
.	.	y
<P>	<p>	null	
He	he	pphs1
sailed	sail	vvd
as	as	ii
a	a	at1
steerage	steerage	nn1
passenger	passenger	nn1
on	on	ii
the	the	at
White	white	jj
Star	star	nn1_jj@
liner	liner	nn1
Majestic	majestic	jj
,	,	y
disillusioned	disillusion	jj_vvn
but	but	ccb
cheerful	cheerful	jj
.	.	y
At	at	ii
Ellis	ellis	np1
Island	island	nnl1
one	one	mc1
of	of	io
the	the	at
attendants	attendant	nn2
jokingly	jokingly	rr
inquired	inquire	vvd_vvn@
for	for	if
his	his	appge
baggage	baggage	nn1
.	.	y
"	"	"
Everything	everything	pn1
I	i	ppis1
own	own	vv0@
is	be	vbz
on	on	ii
my	my	appge
back	back	nn1
,	,	y
"	"	"
said	say	vvd
Larkin	larkin	np1
.	.	y
"	"	"
I	i	ppis1
'm	be	vbm
like	like	ii
the	the	at
man	man	nn1
in	in	ii
Whitman	whitman	np1
's	's	ge
poem	poem	nn1
:	:	y
'	'	ge
Free	free	jj
and	and	cc
light-hearted	light-hearted	jj
I	i	ppis1
take	take	vv0
to	to	ii
the	the	at
open	open	jj
road	road	nn1
!	!	!
'	'	ge_"@
"	"	"
