@@151876	##	fo
It	it	pph1_nn1@
leaked	leak	vvd
out	out	rp
from	from	ii
the	the	at
Vatican	vatican	np1
into	into	ii
the	the	at
ears	ear	nn2
of	of	io
a	a	at1
Someone	someone	pn1
,	,	y
who	who	pnqs
told	tell	vvd
it	it	pph1
to	to	ii
a	a	at1
civil	civil	jj
authority	authority	nn1
,	,	y
who	who	pnqs
told	tell	vvd
it	it	pph1
to	to	ii
the	the	at
press	press	nn1
that	that	cst
Chancellor	chancellor	nnb
Seipel	seipel	np1
of	of	io
Austria	austria	np1
was	be	vbdz
to	to	to
be	be	vbi
made	make	vvn
a	a	at1
Cardinal	cardinal	nn1_jj
.	.	y
<P>	<p>	null	
Viennese	viennese	jj
were	be	vbdr
skeptical	skeptical	jj
.	.	y
It	it	pph1
was	be	vbdz
said	say	vvn@
that	that	dd1
Mgr	mgr	np1
.	.	y
Seipel	seipel	nn1_vv0_np1@	
could	could	vm
never	never	rr
become	become	vvi
a	a	at1
Prince	prince	nn1
of	of	io
the	the	at
Church	church	nn1
while	while	cs
holding	hold	vvg
political	political	jj
office	office	nn1
and	and	cc
that	that	dd1_cst
,	,	y
under	under	ii_rg@
existing	existing	jj
circumstances	circumstance	nn2
,	,	y
he	he	pphs1
would	would	vm
refuse	refuse	vvi
to	to	to
retire	retire	vvi
.	.	y
