@@299700	##	fo
In	in	ii
Chicago	chicago	np1
,	,	y
it	it	pph1
was	be	vbdz
announced	announce	vvn
,	,	y
last	last	md
week	week	nnt1
,	,	y
that	that	cst
the	the	at
judges	judge	nn2
of	of	io
the	the	at
Superior	superior	jj_nn1@_np1@
,	,	y
Circuit	circuit	nn1
and	and	cc
Criminal	criminal	jj_nn1
Courts	court	nn2
,	,	y
following	follow	vvg
the	the	at
recommendations	recommendation	nn2
of	of	io
the	the	at
Board	board	nn1
of	of	io
Managers	manager	nn2
of	of	io
the	the	at
Chicago	chicago	np1
Bar	bar	nn1
Association	association	nn1
,	,	y
are	be	vbr
considering	consider	ii_rr@_vvg
barring	bar	vvg
from	from	ii
the	the	at
court	court	nn1
room	room	nn1
during	during	ii
trials	trial	nn2
:	:	y
cameras	camera	nn2
,	,	y
typewriters	typewriter	nn2
,	,	y
telegraph	telegraph	nn1
instruments	instrument	nn2
,	,	y
radio	radio	nn1
instruments	instrument	nn2
and	and	cc
telephones	telephone	nn2
.	.	y
Such	such	da
a	a	at1
ruling	ruling	nn1
is	be	vbz
said	say	vvn@
to	to	to
be	be	vbi
a	a	at1
first	first	md
step	step	nn1_vv0
in	in	ii
a	a	at1
course	course	nn1
of	of	io
procedure	procedure	nn1
designed	design	vvn_vvd
"	"	"
to	to	to
reflect	reflect	vvi
in	in	ii
the	the	at
newspapers	newspaper	nn2
a	a	at1
dignified	dignified	jj
administration	administration	nn1
of	of	io
justice	justice	nn1
.	.	y
"	"	"
<P>	<p>	null	
The	the	at
Chicago	chicago	np1
Bar	bar	nn1
Association	association	nn1
has	have	vhz
long	long	rr
taken	take	vvn
the	the	at
lead	lead	nn1
in	in	ii
studying	study	vvg
the	the	at
relation	relation	nn1
of	of	io
the	the	at
press	press	nn1
to	to	ii
the	the	at
courts	court	nn2
and	and	cc
the	the	at
legal	legal	jj
profession	profession	nn1
,	,	y
