@@164227	##	fo
Greedy	greedy	jj
little	little	jj
boys	boy	nn2
,	,	y
disturbed	disturb	vvn
in	in	ii
a	a	at1
crap	crap	nn1_jj@
game	game	nn1
by	by	ii
a	a	at1
patrolman	patrolman	nn1
,	,	y
return	return	vv0_nn1
deviously	deviously	rr
,	,	y
cautiously	cautiously	rr
,	,	y
to	to	ii
the	the	at
street	street	nn1
corner	corner	nn1
where	where	cs_rrq
the	the	at
game	game	nn1
was	be	vbdz
in	in	ii
progress	progress	nn1
.	.	y
Last	last	md
week	week	nnt1
,	,	y
the	the	at
small	small	jj
operators	operator	nn2
,	,	y
"	"	"
piker	piker	nn1
traders	trader	nn2
,	,	y
"	"	"
sidled	sidle	vvd
back	back	rp
to	to	ii
the	the	at
corner	corner	nn1
of	of	io
Broad	broad	np1
and	and	cc
Wall	wall	nn1
streets	street	nn2
,	,	y
Manhattan	manhattan	np1
,	,	y
to	to	to
see	see	vvi
if	if	csw@_cs
the	the	at
absorbing	absorbing	jj
Stock	stock	nn1
Exchange	exchange	nn1
was	be	vbdz
once	once	rr21
more	more	rr22
safe	safe	jj
for	for	if
speculation	speculation	nn1
.	.	y
They	they	pphs2
watched	watch	vvd
,	,	y
guessed	guess	vvd_vvn
,	,	y
dabbled	dabble	vvd
.	.	y
The	the	at
market	market	nn1
was	be	vbdz
quiet	quiet	jj
,	,	y
neither	neither	rr
bullish	bullish	jj
nor	nor	cc
bearish	bearish	jj
.	.	y
Puzzled	puzzled	jj
,	,	y
the	the	at
traders	trader	nn2
waited	wait	vvd_vvn@
for	for	if
more	more	rgr_dar
convincing	convincing	jj
results	result	nn2
of	of	io
the	the	at
new	new	jj
5%	5%	nnu
rediscount	rediscount	nn1_vv0	
rate	rate	nn1
,	,	y
wondered	wonder	vvd
if	if	cs_csw@
the	the	at
battle	battle	nn1
of	of	io
the	the	at
bulls	bull	nn2
and	and	cc
bankers	banker	nn2
were	be	vbdr
in	in	ii
progress	progress	nn1
,	,	y
already	already	rr
ended	end	vvn_vvd
,	,	y
or	or	cc
just	just	rr_jj@
beginning	begin	vvg_nn1
.	.	y
