@@220052	##	fo
In	in	ii
his	his	appge
Emporia	emporium	nn2
Gazette	gazette	nn1
,	,	y
William	william	np1
Allen	allen	np1
White	white	np1
makes	make	vvz
this	this	dd1
suggestion	suggestion	nn1
:	:	y
'	'	ge_"@
The	the	at
President	president	nn1
in	in	ii
the	the	at
White	white	np1
House	house	nn1
is	be	vbz
having	have	vhg
a	a	at1
sad	sad	jj
time	time	nnt1
getting	get	vvg
himself	himself	ppx1
across	across	rl@_ii
to	to	ii
the	the	at
people	people	nn
who	who	pnqs
have	have	vh0
yanked	yank	vvn
him	him	ppho1
onto	onto	ii
a	a	at1
pedestal	pedestal	nn1
and	and	cc
coated	coat	vvn
him	him	ppho1
with	with	iw
a	a	at1
plating	plating	nn1
of	of	io
austerity	austerity	nn1
because	because	cs
he	he	pphs1
has	have	vhz
vast	vast	jj
power	power	nn1
.	.	y
If	if	cs
they	they	pphs2
only	only	rr
would	would	vm
think	think	vvi
of	of	io
him	him	ppho1
as	as	csa_ii@
WARREN	warren	np1_nn1
!	!	!
"	"	"
In	in	ii
his	his	appge
series	series	nn
of	of	io
articles	article	nn2
on	on	ii
American	american	jj
newspapers	newspaper	nn2
,	,	y
appearing	appear	vvg
in	in	ii
The	the	at
Nation	nation	nn1
,	,	y
Oswald	oswald	np1
Garrison	garrison	np1@
Villard	villard	np1
last	last	md
week	week	nnt1
described	describe	vvd_vvn
the	the	at
Hearst	hearst	np1
press	press	nn1_vv0
.	.	y
Journals	journal	nn2
previously	previously	rr
treated	treat	vvn
have	have	vh0
included	include	vvn
The	the	at
Kansas	kansas	np1
City	city	nn1
Star	star	nn1
,	,	y
The	the	at
Public	public	jj_nn1
Ledger	ledger	nn1_np1
(	(	y
Philadelphia	philadelphia	np1
)	)	y
,	,	y
The	the	at
New	new	np1
York	york	np1
World	world	nn1
,	,	y
the	the	at
Jewish	jewish	jj
Forward	forward	rl_nn1@
.	.	y
