@@300993	##	fo
White	white	jj_np1
folks	folk	nn2
at	at	ii
Monte	monte	np1
Carlo	carlo	np1
were	be	vbdr
enviously	enviously	rr
agog	agog	jj
,	,	y
last	last	md
week	week	nnt1
,	,	y
at	at	ii
the	the	at
luck	luck	nn1
of	of	io
a	a	at1
tall	tall	jj
,	,	y
tawny	tawny	jj
young	young	jj
woman	woman	nn1
who	who	pnqs
won	win	vvd
prodigiously	prodigiously	rr
at	at	ii
Baccarat	baccarat	nn1
,	,	y
cashed	cash	vvd_vvn@
in	in	ii_rp@
her	her	appge
chips	chip	nn2
,	,	y
stuffed	stuff	vvn_vvd
into	into	ii
the	the	at
dcollet	dcollet	nn1
bosom	bosom	nn1
of	of	io
her	her	appge
gown	gown	nn1
a	a	at1
bulging	bulging	jj@
bundle	bundle	nn1
of	of	io
1,000	1,000	mc
franc	franc	nnu1
notes	note	nn2_vvz
,	,	y
and	and	cc
whirled	whirl	vvd
out	out	rp
upon	upon	ii
the	the	at
dance	dance	nn1
floor	floor	nn1
in	in	ii
the	the	at
arms	arm	nn2
of	of	io
one	one	mc1
Earl	earl	nnb
Leslie	leslie	np1
.	.	y
<P>	<p>	null	
As	as	ii_csa
the	the	at
pair	pair	nn
cavorted	cavort	vvd
,	,	y
banknotes	banknote	nn2
fluttered	flutter	vvd
after	after	ii
her	her	ppho1_appge
like	like	ii_jj@
autumn	autumn	nnt1
leaves	leaf	nn2_vvz
.	.	y
Scandalized	scandalized	np1@	
,	,	y
the	the	at
Casino	casino	np1_nn1@
management	management	nn1
detailed	detail	vvd@_jj_vvn@
two	two	mc
croupiers	croupier	nn2
to	to	to
follow	follow	vvi
Spendthrift	spendthrift	np1
Josephine	josephine	np1
Baker	baker	np1
,	,	y
famed	famed	jj
blackamoor	blackamoor	nn1
danseuse	danseuse	nn1_vv0
,	,	y
around	around	ii
the	the	at
ballroom	ballroom	nn1
,	,	y
collecting	collect	vvg
banknotes	banknote	nn2
which	which	ddq
they	they	pphs2
returned	return	vvd
to	to	ii
her	her	ppho1
when	when	cs_rrq
her	her	appge
ebullience	ebullience	nn1
had	have	vhd
subsided	subside	vvn
.	.	y
