@@254499	##	fo
Young	young	jj_np1
men	man	nn2
,	,	y
thought	think	vvd_vvn
wise	wise	jj
old	old	jj
Henry	henry	np1
Ford	ford	np1
,	,	y
sometimes	sometimes	rt
see	see	vv0
things	thing	nn2
their	their	appge
elders	elder	nn2
miss	miss	vv0
.	.	y
Therefore	therefore	rr
an	an	at1
arrangement	arrangement	nn1
was	be	vbdz
made	make	vvn
last	last	md
week	week	nnt1
with	with	iw
Yale	yale	np1
University	university	nn1
.	.	y
Mr.	mr.-	nnb
Ford	ford	np1
will	will	vm
give	give	vvi
50	50	mc
students	student	nn2
jobs	job	nn2
making	make	vvg
automobiles	automobile	nn2
,	,	y
$5	$5	nnu
per	per	ii
day	day	nnt1
.	.	y
They	they	pphs2
will	will	vm
have	have	vhi
to	to	to
earn	earn	vvi
their	their	appge
pay	pay	nn1
,	,	y
but	but	ccb
the	the	at
manufacturing	manufacturing	nn1
of	of	io
automobiles	automobile	nn2
out	out	ii21
of	of	ii22
uncertain	uncertain	jj
materials	material	nn2
will	will	vm
not	not	xx
,	,	y
said	say	vvd
Ford	ford	np1
,	,	y
be	be	vbi
their	their	appge
first	first	md
consideration	consideration	nn1
.	.	y
They	they	pphs2
will	will	vm
really	really	rr
be	be	vbi
paid	pay	vvn
to	to	to
study	study	vvi
industrial	industrial	jj
conditions	condition	nn2
,	,	y
the	the	at
relationship	relationship	nn1
of	of	io
Ford	ford	np1_nn1@
to	to	ii
Labor	labor	nn1
,	,	y
so	so	cs21
that	that	cs22
,	,	y
at	at	ii
the	the	at
end	end	nn1
of	of	io
their	their	appge
apprenticeship	apprenticeship	nn1
,	,	y
they	they	pphs2
may	may	vm
submit	submit	vvi
elaborate	elaborate	jj
reports	report	nn2
of	of	io
their	their	appge
findings	finding	nn2
to	to	ii
the	the	at
Ford	ford	np1_nn1@
Industrial	industrial	jj
Research	research	nn1
Bureau	bureau	nn1
.	.	y
For	for	if
the	the	at
best	best	jjt
report	report	nn1
,	,	y
there	there	ex
is	be	vbz
promised	promise	vvn
a	a	at1
"	"	"
handsome	handsome	jj
prize	prize	nn1
.	.	y
"	"	"
"	"	"
What	what	ddq
is	be	vbz
meant	mean	vvn
by	by	ii
handsome	handsome	jj
?	?	y
"	"	"
asked	ask	vvd
Yale	yale	np1
students	student	nn2
warily	warily	rr
,	,	y
seeing	see	vvg
in	in	ii
vision	vision	nn1
four	four	mc
lean	lean	jj
wheels	wheel	nn2
,	,	y
an	an	at1
impertinent	impertinent	jj_nn1
bonnet	bonnet	nn1
,	,	y
an	an	at1
upholstered	upholstered	jj@
rattle	rattle	nn1
.	.	y
