@@163711	##	fo
"	"	"
Will	will	vm
you	you	ppy
walk	walk	vvi
into	into	ii
my	my	appge
parlor	parlor	nn1
?	?	y
"	"	"
said	say	vvd
the	the	at
fly	fly	nn1
to	to	ii
the	the	at
spider	spider	nn1
.	.	y
"	"	"
YESS	yess	vv0_np1	
!	!	!
"	"	"
said	say	vvd
the	the	at
spider	spider	nn1
,	,	y
"	"	"
and	and	cc
now	now	rt
it	it	pph1
is	be	vbz
mine	mine	ppge
!	!	!
"	"	"
<P>	<p>	null	
The	the	at
Farmer-Labor	farmer-labor	np1
Party	party	nn1
decided	decide	vvd_vvn
to	to	to
hold	hold	vvi
a	a	at1
convention	convention	nn1
in	in	ii
Chicago	chicago	np1
to	to	to
unify	unify	vvi
into	into	ii
a	a	at1
third	third	md
party	party	nn1
all	all	db
those	those	dd2
organizations	organization	nn2
which	which	ddq
advocate	advocate	vv0
political	political	jj
action	action	nn1
outside	outside	ii
the	the	at
two	two	mc
great	great	jj
Parties	party	nn2
.	.	y
Invited	invite	vvn_vvd
were	be	vbdr
the	the	at
Workers	worker	nn2
'	'	ge
Party	party	nn1
,	,	y
the	the	at
Brotherhood	brotherhood	nn1
of	of	io
Locomotive	locomotive	nn1
Engineers	engineer	nn2
,	,	y
the	the	at
Committee	committee	nn1
of	of	io
48	48	mc
,	,	y
the	the	at
National	national	jj
Woman	woman	nn1
's	's	ge
Party	party	nn1
,	,	y
the	the	at
Amalgamated	amalgamated	jj
Clothing	clothing	nn1
Workers	worker	nn2
,	,	y
the	the	at
Non-Partisan	non-partisan	jj_nn1	
League	league	nn1
,	,	y
the	the	at
Socialist	socialist	jj
Party	party	nn1
,	,	y
the	the	at
American	american	jj
Labor	labor	nn1
Party	party	nn1
,	,	y
Maintenance	maintenance	nn1
of	of	io
Way	way	nn1
Men	man	nn2
,	,	y
the	the	at
Chicago	chicago	np1
Federation	federation	nn1
of	of	io
Labor	labor	nn1
,	,	y
the	the	at
Proletarian	proletarian	jj
Party	party	nn1
,	,	y
the	the	at
United	united	jj
Mine	mine	nn1
Workers	worker	nn2
"	"	"
and	and	cc
others	other	nn2
.	.	y
"	"	"
