@@163384	##	fo
His	his	appge
Majesty	majesty	nn1
Sultan	sultan	np1
Ahmad	ahmad	np1
,	,	y
Shah	shah	np1_nn1@
of	of	io
Persia	persia	np1
,	,	y
likes	like	vvz
Europe	europe	np1
.	.	y
<P>	<p>	null	
From	from	ii
the	the	at
Fall	fall	nn1
of	of	io
1919	1919	mc
to	to	ii
the	the	at
Spring	spring	nn1
of	of	io
1920	1920	mc
he	he	pphs1
flitted	flit	vvd
about	about	rp@
on	on	ii
the	the	at
Continent	continent	nn1
.	.	y
From	from	ii
January	january	npm1
to	to	ii
November	november	npm1
,	,	y
1922	1922	mc
,	,	y
he	he	pphs1
sojourned	sojourn	vvd
in	in	ii
the	the	at
fashionable	fashionable	jj
resorts	resort	nn2
of	of	io
the	the	at
grand	grand	fw@
monde	monde	fw
.	.	y
Since	since	cs_ii@
November	november	npm1
,	,	y
1923	1923	mc
,	,	y
he	he	pphs1
has	have	vhz
again	again	rt
been	be	vbn
in	in	ii
Europe	europe	np1
and	and	cc
recently	recently	rr
took	take	vvd
part	part	nn1
in	in	ii
the	the	at
"	"	"
Battle	battle	nn1
of	of	io
Flowers	flower	nn2
"	"	"
at	at	ii
Nice	nice	jj_np1@
.	.	y
<P>	<p>	null	
His	his	appge
subjects	subject	nn2
are	be	vbr
displeased	displease	jj_vvn@
.	.	y
<P>	<p>	null	
According	according	ii21
to	to	ii22
the	the	at
London	london	np1
Daily	daily	jj
Mail	mail	nn1
correspondent	correspondent	nn1
,	,	y
the	the	at
entire	entire	jj
Persian	persian	jj
press	press	nn1
is	be	vbz
in	in	ii31
favor	favor	ii32
of	of	ii33
a	a	at1
republic	republic	nn1
,	,	y
and	and	cc
the	the	at
deposition	deposition	nn1
of	of	io
the	the	at
Shah	shah	np1_nn1@
was	be	vbdz
allegedly	allegedly	rr
the	the	at
sole	sole	jj
topic	topic	nn1
of	of	io
discussion	discussion	nn1
at	at	ii
Teheran	teheran	np1
,	,	y
Persian	persian	jj
capital	capital	nn1
.	.	y
