@@151787	##	fo
The	the	at
Senate	senate	nn1
investigations	investigation	nn2
still	still	rr
plow	plow	vv0@_nn1
onward	onward	rl
,	,	y
but	but	ccb
as	as	ii@
days	day	nnt2
go	go	vv0
by	by	ii_rp%
seem	seem	vv0
to	to	to
turn	turn	vvi
up	up	rp
less	less	rrr_dar
and	and	cc
less	less	dar
dirt	dirt	nn1
.	.	y
The	the	at
one	one	mc1
concrete	concrete	jj_nn1
result	result	nn1
last	last	md
week	week	nnt1
was	be	vbdz
really	really	rr
a	a	at1
corollary	corollary	nn1
of	of	io
an	an	at1
earlier	early	jjr
event	event	nn1
.	.	y
William	william	np1
J.	j.-a	np1
Burns	burn	np1
,	,	y
Director	director	nn1
of	of	io
the	the	at
Bureau	bureau	nn1
of	of	io
Investigation	investigation	nn1
,	,	y
resigned	resign	jj_vvd_vvn
and	and	cc
his	his	appge
resignation	resignation	nn1
was	be	vbdz
accepted	accept	vvn
.	.	y
Burns	burn	np1_nn2
had	have	vhd
been	be	vbn
spattered	spatter	vvn
in	in	ii
the	the	at
attack	attack	nn1
on	on	ii
his	his	appge
chief	chief	nn1_jj
,	,	y
Attorney	attorney	nn1
General	general	jj
Daugherty	daugherty	nn1_np1_jj
,	,	y
and	and	cc
following	follow	vvg
the	the	at
latter	latter	da
's	's	ge
resignation	resignation	nn1
,	,	y
the	the	at
retirement	retirement	nn1
of	of	io
Burns	burn	np1
was	be	vbdz
a	a	at1
natural	natural	jj
sequence	sequence	nn1
.	.	y
<P>	<p>	null	
The	the	at
new	new	jj
Attorney	attorney	nn1
General	general	jj
,	,	y
Mr.	mr.-	nnb
Stone	stone	np1
,	,	y
said	say	vvd
:	:	y
"	"	"
I	i	ppis1
desire	desire	vv0@
to	to	to
thank	thank	vvi
you	you	ppy
for	for	if
your	your	appge
services	service	nn2
to	to	ii
the	the	at
Government	government	nn1
and	and	cc
to	to	to
wish	wish	vvi
you	you	ppy
all	all	db
future	future	jj
success	success	nn1
and	and	cc
happiness	happiness	nn1
.	.	y
"	"	"
<P>	<p>	null	
Exit	exit	vv0
the	the	at
detective	detective	nn1
.	.	y
