@@220296	##	fo
Last	last	md
week	week	nnt1
Edward	edward	np1
Young	young	np1
Clarke	clarke	np1
,	,	y
formerly	formerly	rr
Imperial	imperial	jj
Wizard	wizard	nn1
and	and	cc
now	now	rt
Imperial	imperial	jj
Giant	giant	nn1
of	of	io
the	the	at
Ku	ku	np1_nn1
Klux	klux	np1
Klan	klan	np1
,	,	y
was	be	vbdz
removed	remove	vvn
from	from	ii
control	control	nn1
of	of	io
its	its	appge
Propagation	propagation	nn1
Department	department	nn1
.	.	y
This	this	dd1
week	week	nnt1
he	he	pphs1
was	be	vbdz
indicted	indict	vvn
by	by	ii
a	a	at1
grand	grand	jj
jury	jury	nn1
at	at	ii
Houston	houston	np1
,	,	y
Texas	texas	np1
,	,	y
for	for	if
violating	violate	vvg
the	the	at
Mann	mann	np1
Act	act	nn1
.	.	y
Six	six	mc
members	member	nn2
of	of	io
the	the	at
jury	jury	nn1
were	be	vbdr
Klansmen	klansmen	nn2
.	.	y
Clarke	clarke	np1
gave	give	vvd
himself	himself	ppx1
up	up	ii21
to	to	ii22
Federal	federal	jj
authorities	authority	nn2
in	in	ii
Atlanta	atlanta	np1
,	,	y
and	and	cc
was	be	vbdz
released	release	vvn
on	on	ii_rp@
$1,000	$1,000	nnu
bail	bail	nn1
.	.	y
<P>	<p>	null	
Statistics	statistics	nn
published	publish	vvn
by	by	ii
the	the	at
Paris	paris	np1
Prefecture	prefecture	nn1_np1
of	of	io
Police	police	nn2
show	show	vv0
that	that	cst_dd1
ninety	ninety	mc
per	per	nnu21
cent	cent	nnu22
of	of	io
190	190	mc
murders	murder	nn2
for	for	if
love	love	nn1
or	or	cc
jealousy	jealousy	nn1
went	go	vvd
unpunished	unpunished	jj
last	last	md
year	year	nnt1
.	.	y
<P>	<p>	null	
The	the	at
population	population	nn1
of	of	io
New	new	np1
York	york	np1
State	state	vv0_np1@_nn1
penal	penal	jj
institutions	institution	nn2
increased	increase	vvd_vvn
nearly	nearly	rr
20	20	mc
per	per	nnu21
cent	cent	nnu22
for	for	if
the	the	at
last	last	md
fiscal	fiscal	jj
year	year	nnt1
,	,	y
according	according	ii21
to	to	ii22
the	the	at
report	report	nn1
of	of	io
the	the	at
State	state	nn1
Commission	commission	nn1
of	of	io
Prisons	prison	nn2
.	.	y
