@@373298	##	fo
The	the	at
market	market	nn1
for	for	if
BIRTH	birth	nn1
CONTROL	control	nn1_vv0
DEVICES	device	nn2
is	be	vbz
positively	positively	rr
fertile	fertile	jj
,	,	y
with	with	iw
several	several	da2
new	new	jj
products	product	nn2
jostling	jostle	vvg
for	for	if
shelf	shelf	nn1
space	space	nn1
.	.	y
They	they	pphs2
work	work	vv0
like	like	ii
the	the	at
Pill	pill	nn1
,	,	y
secreting	secrete	vvg
the	the	at
same	same	da
hormones	hormone	nn2
 -- 	--	zz
estrogen	estrogen	nn1
and	and	cc
the	the	at
synthetic	synthetic	jj
progestin	progestin	nn1
 -- 	--	nn1
that	that	cst
are	be	vbr
bad	bad	jj
news	news	nn1
as	as	csa_rg@
long-term	long-term	jj
therapy	therapy	nn1
for	for	if
postmenopausal	postmenopausal	nn1_jj@
women	woman	nn2
but	but	ccb
are	be	vbr
still	still	rr
considered	consider	vvn_vvd
relatively	relatively	rr
safe	safe	jj
as	as	csa
contraceptives	contraceptive	nn2
.	.	y
<P>	<p>	null	
Ortho-McNeil	ortho-mcneil	np1	
's	's	ge
Ortho	ortho	np1_nn1
Evra	evra	np1_nn1@	
is	be	vbz
a	a	at1
squarish	squarish	jj
adhesive	adhesive	jj_nn1
patch	patch	nn1
that	that	cst_dd1
sticks	stick	vvz_nn2
onto	onto	ii
the	the	at
body	body	nn1
and	and	cc
lasts	last	vvz
a	a	at1
week	week	nnt1
.	.	y
Organon	organon	np1@_nn1	
's	's	ge_vbz
NuvaRing	nuvaring	np1_nn1@_vvg	
is	be	vbz
a	a	at1
clear	clear	jj
plastic	plastic	nn1
hoop	hoop	nn1
inserted	insert	vvn_vvd
like	like	ii
a	a	at1
tampon	tampon	nn1
and	and	cc
effective	effective	jj
for	for	if
three	three	mc
weeks	week	nnt2
.	.	y
The	the	at
package	package	nn1
includes	include	vvz
a	a	at1
clock	clock	nn1
to	to	to
remind	remind	vvi
the	the	at
user	user	nn1
when	when	rrq
to	to	to
remove	remove	vvi
the	the	at
ring	ring	nn1
.	.	y
"	"	"
These	these	dd2
products	product	nn2
are	be	vbr
designed	design	vvn
for	for	if
women	woman	nn2
who	who	pnqs
do	do	vd0
n't	n't	xx
want	want	vvi
to	to	to
think	think	vvi
about	about	ii
contraception	contraception	nn1
on	on	ii
a	a	at1
daily	daily	jj
basis	basis	nn1
,	,	y
"	"	"
says	say	vvz
New	new	np1
York	york	np1
University	university	nn1
Medical	medical	jj
Center	center	nn1
's	's	ge
Dr.	dr.-i	nnb
Michael	michael	np1
Silverstein	silverstein	np1
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Carole	carole	np1
Buia	buia	np1	
