@@366715	##	fo
I	i	zz1%_mc1%
always	always	rr
believed	believe	vvd
I	i	ppis1
was	be	vbdz
special	special	jj
,	,	y
thanks	thanks	nn2
to	to	ii_to
both	both	rr
Mr.	mr.-	nnb
Rogers	rogers	np1
and	and	cc
my	my	appge
own	own	da
giant	giant	jj_nn1
ego	ego	nn1
.	.	y
Sure	sure	rr
,	,	y
I	i	ppis1
knew	know	vvd
there	there	ex_rl
were	be	vbdr
other	other	jj
Joel	joel	np1
Steins	stein	np2
in	in	ii
the	the	at
world	world	nn1
,	,	y
but	but	ccb
I	i	ppis1
figured	figure	vvd
none	none	pn
of	of	io
them	them	ppho2
were	be	vbdr
desperately	desperately	rr
trying	try	vvg
to	to	to
vie	vie	vvi
for	for	if
the	the	at
public	public	nn1
's	's	ge
attention	attention	nn1
by	by	ii
revealing	reveal	vvg_jj
personal	personal	jj
details	detail	nn2
in	in	ii
rhymed	rhymed	jj@
couplets	couplet	nn2
.	.	y
So	so	rr
when	when	cs_rrq
a	a	at1
friend	friend	nn1
told	tell	vvd
me	me	ppio1
that	that	cst
a	a	at1
singer-songwriter	singer-songwriter	nn1_jj
named	name	vvd
Joel	joel	np1
Stein	stein	np1
has	have	vhz
the	the	at
website	website	nn1
