@@371990	##	fo
Deep	deep	rr_jj
in	in	ii
the	the	at
Brazilian	brazilian	jj_nn1
back	back	nn1_jj@
country	country	nn1
,	,	y
circa	circa	rg
1910	1910	mc
,	,	y
two	two	mc
families	family	nn2
engage	engage	vv0
in	in	ii_rp@
a	a	at1
vendetta	vendetta	nn1
.	.	y
The	the	at
Breves	breves	nn2	
are	be	vbr
poor	poor	jj
and	and	cc
losing	lose	vvg
the	the	at
fight	fight	nn1
.	.	y
One	one	mc1
of	of	io
their	their	appge
sons	son	nn2
(	(	y
Rodrigo	rodrigo	np1
Santoro	santoro	np1
)	)	y
runs	run	vvz_nn2
from	from	ii
it	it	pph1
,	,	y
finds	find	vvz
love	love	nn1
with	with	iw
a	a	at1
traveling	traveling	jj@_nn1@
entertainer	entertainer	nn1
(	(	y
Flavia	flavia	np1
Marco	marco	np1
Antonio	antonio	np1
)	)	y
,	,	y
but	but	ccb
not	not	xx
without	without	iw
bleak	bleak	jj
consequences	consequence	nn2
.	.	y
This	this	dd1
movie	movie	nn1
is	be	vbz
more	more	rgr
emotionally	emotionally	rr
remote	remote	jj
than	than	csn
Salles	salle	nn2@_np2	
'	'	ge
fine	fine	jj
Central	central	jj
Station	station	nn1
.	.	y
But	but	ccb
it	it	pph1
is	be	vbz
starkly	starkly	rr
beautiful	beautiful	jj
and	and	cc
says	say	vvz
something	something	pn1
potent	potent	jj
to	to	ii
a	a	at1
world	world	nn1
in	in	ii
which	which	ddq
nations	nation	nn2
,	,	y
like	like	ii
these	these	dd2
families	family	nn2
,	,	y
engage	engage	vv0
in	in	ii_rp@
mindless	mindless	jj
blood	blood	nn1
feuds	feud	nn2
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Richard	richard	np1
Schickel	schickel	np1
