@@363686	##	fo
Depression	depression	nn1
and	and	cc
physical	physical	jj
pain	pain	nn1
often	often	rr
go	go	vv0
hand	hand	nn1
in	in	ii
hand	hand	nn1
,	,	y
and	and	cc
new	new	jj
research	research	nn1
suggests	suggest	vvz
why	why	rrq
it	it	pph1
's	be	vbz
important	important	jj
to	to	to
recognize	recognize	vvi
and	and	cc
treat	treat	nn1_vv0
both	both	db2
.	.	y
In	in	ii
a	a	at1
group	group	nn1
of	of	io
573	573	mc
patients	patient	nn2
taking	take	vvg
Prozac	prozac	np1
,	,	y
Paxil	paxil	np1
or	or	cc
Zoloft	zoloft	np1_nn1_vv0
,	,	y
24%	24%	nnu
were	be	vbdr
still	still	rr
not	not	xx
responding	respond	vvg
to	to	ii
the	the	at
antidepressants	antidepressant	nn2
after	after	ii
three	three	mc
months	month	nnt2
of	of	io
treatment	treatment	nn1
.	.	y
The	the	at
drugs	drug	nn2
were	be	vbdr
most	most	rgt
likely	likely	jj
to	to	to
fail	fail	vvi
those	those	dd2
who	who	pnqs
were	be	vbdr
in	in	ii
pain	pain	nn1
at	at	ii
the	the	at
onset	onset	nn1
of	of	io
treatment	treatment	nn1
;	;	y
the	the	at
worse	bad	jjr
the	the	at
pain	pain	nn1
,	,	y
the	the	at
less	less	rrr_dar
the	the	at
drugs	drug	nn2
worked	work	vvd_vvn
.	.	y
The	the	at
odds	odds	nn2
of	of	io
a	a	at1
poor	poor	jj
response	response	nn1
were	be	vbdr
twice	twice	rr
as	as	rg
high	high	jj_rr@
for	for	if
patients	patient	nn2
in	in	ii
moderate	moderate	jj
pain	pain	nn1
and	and	cc
three	three	mc
to	to	ii
four	four	mc
times	time	nnt2
as	as	rg
high	high	jj_rr@
for	for	if
those	those	dd2
in	in	ii
severe	severe	jj
pain	pain	nn1
.	.	y
