@@364454	##	fo
Sometimes	sometimes	rt
it	it	pph1
's	be	vbz
both	both	rr
the	the	at
heat	heat	nn1
and	and	cc
the	the	at
humidity	humidity	nn1
.	.	y
According	according	ii21
to	to	ii22
a	a	at1
study	study	nn1
in	in	ii
the	the	at
Journal	journal	nn1
of	of	io
Cataract	cataract	np1_nn1
and	and	cc
Refractive	refractive	jj	
Surgery	surgery	nn1
,	,	y
weather	weather	nn1
can	can	vm
affect	affect	vvi
the	the	at
success	success	nn1
of	of	io
LASIK	lasik	np1_nn1
surgery	surgery	nn1
,	,	y
used	use	vmk
to	to	to
correct	correct	vvi
poor	poor	jj
eyesight	eyesight	nn1
in	in	ii
a	a	at1
million	million	m
American	american	jj
patients	patient	nn2
a	a	at1
year	year	nnt1
.	.	y
Dr.	dr.-i	nnb
Keith	keith	np1
Walter	walter	np1
at	at	ii
Wake	wake	nn1
Forest	forest	nn1
University	university	nn1
reports	report	vvz_nn2
that	that	cst
the	the	at
hotter	hot	jjr
and	and	cc
more	more	rgr
humid	humid	jj
it	it	pph1
is	be	vbz
when	when	rrq
doctors	doctor	nn2
perform	perform	vv0
the	the	at
operation	operation	nn1
,	,	y
the	the	at
more	more	rgr
likely	likely	jj
patients	patient	nn2
are	be	vbr
to	to	to
come	come	vvi
back	back	rp
for	for	if
follow-up	follow-up	jj_nn1
procedures	procedure	nn2
.	.	y
High	high	jj
humidity	humidity	nn1
can	can	vm
apparently	apparently	rr
cause	cause	vvi
the	the	at
cornea	cornea	nn1
to	to	to
swell	swell	vvi
,	,	y
affecting	affect	vvg
the	the	at
surgeon	surgeon	nn1
's	's	ge
accuracy	accuracy	nn1
.	.	y
 -- 	--	nn1_jj
By	by	ii
Sora	sora	np1
Song	song	nn1
