@@368403	##	fo
The	the	at
U.S.	u.s.-	np1
Capitol	capitol	np1
dome	dome	nn1
,	,	y
symbol	symbol	nn1
of	of	io
our	our	appge
democracy	democracy	nn1
,	,	y
turns	turn	vvz
out	out	rp
to	to	to
be	be	vbi
cast	cast	jj
iron	iron	nn1
painted	paint	vvn_vvd@
to	to	to
look	look	vvi
like	like	ii_cs
stone	stone	nn1
 -- 	--	nn1
a	a	at1
massive	massive	jj
,	,	y
mighty	mighty	jj
but	but	ccb
hollow	hollow	jj
facade	facade	nn1
.	.	y
There	there	ex
must	must	vm
be	be	vbi
a	a	at1
hidden	hide	jj@
meaning	meaning	nn1
in	in	ii
that	that	dd1
.	.	y
In	in	ii
this	this	dd1
five-episode	five-episode	jj_nn1	
series	series	nn
,	,	y
author-illustrator	author-illustrator	jj_nn1	
David	david	np1
Macaulay	macaulay	np1
(	(	y
The	the	at
Way	way	nn1
Things	thing	nn2
Work	work	vv0_nn1
)	)	y
looks	look	vvz
at	at	ii
megastructures	megastructures	nn2	
 -- 	--	zz
bridges	bridge	nn2
,	,	y
domes	dome	nn2
,	,	y
skyscrapers	skyscraper	nn2
,	,	y
dams	dam	nn2
and	and	cc
tunnels	tunnel	nn2
 -- 	--	nn1_jj
and	and	cc
the	the	at
aspirations	aspiration	nn2
they	they	pphs2
embody	embody	vv0
.	.	y
The	the	at
series	series	nn
is	be	vbz
probably	probably	rr
a	a	at1
touch	touch	nn1
light	light	nn1
for	for	if
architecture	architecture	nn1
buffs	buff	nn2_vvz
.	.	y
For	for	if
the	the	at
layperson	layperson	nn1
,	,	y
it	it	pph1
's	be	vbz
an	an	at1
engaging	engage	jj
look	look	nn1
at	at	ii
how	how	rrq
and	and	cc
why	why	rrq
humankind	humankind	nn1
shaped	shape	vvd_vvn
the	the	at
landscape	landscape	nn1
with	with	iw
seemingly	seemingly	rr
impossible	impossible	jj
structures	structure	nn2
,	,	y
and	and	cc
was	be	vbdz
shaped	shape	vvn
in	in	ii
turn	turn	nn1
by	by	ii
them	them	ppho2
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
James	james	np1
Poniewozik	poniewozik	np1	
