@@370100	##	fo
Sometime	sometime	rt
in	in	ii
the	the	at
next	next	md
10	10	mc
weeks	week	nnt2
,	,	y
surgeons	surgeon	nn2
will	will	vm
remove	remove	vvi
the	the	at
heart	heart	nn1
from	from	ii
a	a	at1
dying	die	jj
cardiac	cardiac	jj
patient	patient	nn1_jj
and	and	cc
replace	replace	vv0
it	it	pph1
with	with	iw
the	the	at
device	device	nn1
seen	see	vvn
at	at	ii
right	right	jj_nn1
 -- 	--	nn1
the	the	at
first	first	md
fully	fully	rr
implantable	implantable	jj
,	,	y
entirely	entirely	rr
self-contained	self-contained	jj
mechanical	mechanical	jj
heart	heart	nn1
.	.	y
The	the	at
$75,000	$75,000	nnu
pump	pump	nn1
is	be	vbz
a	a	at1
technological	technological	jj
tour	tour	nn131
de	de	nn132
force	force	nn133
.	.	y
Fashioned	fashion	vvn_vvd
of	of	io
titanium	titanium	nn1
and	and	cc
plastic	plastic	nn1
,	,	y
it	it	pph1
is	be	vbz
powered	power	vvn
by	by	ii
a	a	at1
wallet-size	wallet-size	jj
battery	battery	nn1
pack	pack	vv0_nn1
that	that	cst_dd1
transmits	transmit	vvz
energy	energy	nn1
to	to	ii
a	a	at1
coil	coil	nn1
under	under	ii
the	the	at
skin	skin	nn1
.	.	y
Patients	patient	nn2
should	should	vm
be	be	vbi
able	able	jk
to	to	to
walk	walk	vvi
,	,	y
shower	shower	nn1_vv0@
,	,	y
even	even	rr
return	return	vv0
to	to	ii
work	work	nn1
 -- 	--	nn1
as	as	cs31
long	long	cs32
as	as	cs33
they	they	pphs2
recharge	recharge	vv0
every	every	at1
four	four	mc
hours	hour	nnt2
.	.	y
AbioMed	abiomed	np1@_jj@	
hopes	hope	vvz_nn2
to	to	to
install	install	vvi
more	more	rrr_dar
if	if	cs
the	the	at
experimental	experimental	jj
design	design	nn1
works	work	vvz
reliably	reliably	rr
and	and	cc
delivers	deliver	vvz
good	good	jj
quality	quality	nn1
of	of	io
life	life	nn1
.	.	y
But	but	ccb
the	the	at
company	company	nn1
has	have	vhz
a	a	at1
long	long	jj
way	way	nn1
to	to	to
go	go	vvi
to	to	to
meet	meet	vvi
the	the	at
demand	demand	nn1
of	of	io
the	the	at
100,000	100,000	mc
Americans	american	nn2
who	who	pnqs
die	die	vv0
each	each	dd1
year	year	nnt1
waiting	wait	vvg
for	for	if
a	a	at1
heart	heart	nn1
,	,	y
any	any	dd
heart	heart	nn1
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Dick	dick	np1
Thompson	thompson	np1
