@@372394	##	fo
Laws	law	nn2
that	that	cst_dd1
mandate	mandate	nn1
a	a	at1
LIVING	live	jj_nn1
WAGE	wage	nn1
have	have	vh0
helped	help	vvn
reduce	reduce	vvi
poverty	poverty	nn1
,	,	y
according	according	ii21
to	to	ii22
a	a	at1
study	study	nn1
by	by	ii
the	the	at
nonpartisan	nonpartisan	jj_nn1
Public	public	jj_nn1
Policy	policy	nn1
Institute	institute	nn1
of	of	io
California	california	np1
.	.	y
The	the	at
laws	law	nn2
,	,	y
instituted	institute	vvd_vvn
in	in	rp@_ii
nearly	nearly	rr
40	40	mc
cities	city	nn2
,	,	y
mandate	mandate	nn1
a	a	at1
HIGHER	high	jjr
MINIMUM	minimum	jj_nn1	
wage	wage	nn1
than	than	csn
the	the	at
Federal	federal	jj
Government	government	nn1
's	's	ge
$5.15	$5.15	nnu
per	per	ii
hour	hour	nnt1
.	.	y
Critics	critic	nn2
have	have	vh0
long	long	rr
argued	argue	vvn
that	that	cst
the	the	at
living	live	jj_nn1
wage	wage	nn1
can	can	vm
REDUCE	reduce	vvi
JOBS	job	nn2
,	,	y
since	since	cs
employers	employer	nn2
may	may	vm
be	be	vbi
unwilling	unwilling	jj
or	or	cc
unable	unable	jk
to	to	to
pay	pay	vvi
higher	high	jjr
wages	wage	nn2
.	.	y
And	and	cc
living-wage	living-wage	jj_nn1
laws	law	nn2
do	do	vd0
n't	n't	xx
cover	cover	vvi
all	all	db
workers	worker	nn2
,	,	y
often	often	rr
only	only	rr
those	those	dd2
whose	whose	ddqge
employers	employer	nn2
have	have	vh0
city	city	nn1
contracts	contract	nn2
.	.	y
Still	still	rr
,	,	y
in	in	ii
cities	city	nn2
like	like	ii
SAN	san	np1
FRANCISCO	francisco	np1
(	(	y
where	where	cs_rrq
the	the	at
living	live	jj_nn1
wage	wage	nn1
is	be	vbz
$10	$10	nnu
an	an	at1
hour	hour	nnt1
)	)	y
,	,	y
the	the	at
report	report	nn1
says	say	vvz
the	the	at
laws	law	nn2
,	,	y
on	on	ii
balance	balance	nn1
,	,	y
have	have	vh0
made	make	vvn
people	people	nn
's	's	ge
lives	live	nn2
better	better	rrr_jjr
.	.	y
