@@376175	##	fo
A	a	zz1
good	good	jj
night	night	nnt1
's	's	ge
sleep	sleep	nn1
is	be	vbz
right	right	jj
up	up	rp_ii@
there	there	rl
with	with	iw
chicken	chicken	nn1_jj%
soup	soup	nn1
as	as	ii_csa
a	a	at1
cure-all	cure-all	db_rr@
.	.	y
But	but	ccb
can	can	vm_vv0%
it	it	pph1
help	help	vvi
someone	someone	pn1
beat	beat	vvd
cancer	cancer	nn1
?	?	y
A	a	at1_zz1
growing	growing	jj
body	body	nn1
of	of	io
research	research	nn1
suggests	suggest	vvz
it	it	pph1
might	might	vm
,	,	y
according	according	ii21
to	to	ii22
an	an	at1
article	article	nn1
in	in	ii
the	the	at
current	current	jj
issue	issue	nn1
of	of	io
Brain	brain	nn1
,	,	y
Behavior	behavior	np1_nn1
and	and	cc
Immunity	immunity	nn1
.	.	y
Stanford	stanford	np1
University	university	nn1
's	's	ge
Dr.	dr.-i	nnb
David	david	np1
Spiegel	spiegel	np1
and	and	cc
his	his	appge
colleagues	colleague	nn2
point	point	vv0@_nn1
to	to	ii
studies	study	nn2
showing	show	vvg
that	that	cst_dd1
shift	shift	vv0_nn1@
workers	worker	nn2
have	have	vh0
higher	high	jjr
rates	rate	nn2
of	of	io
breast	breast	nn1
cancer	cancer	nn1
than	than	csn
women	woman	nn2
who	who	pnqs
sleep	sleep	vv0
normal	normal	jj
hours	hour	nnt2
.	.	y
Two	two	mc
possible	possible	jj
culprits	culprit	nn2
are	be	vbr
the	the	at
hormones	hormone	nn2
melatonin	melatonin	nn1
and	and	cc
cortisol	cortisol	nn1
.	.	y
Melatonin	melatonin	nn1_np1@	
is	be	vbz
an	an	at1
antioxidant	antioxidant	nn1_jj
that	that	cst_dd1
mops	mop	vvz
up	up	rp
damaging	damage	vvg_jj
free	free	jj
radicals	radical	nn2
,	,	y
but	but	ccb
the	the	at
body	body	nn1
produces	produce	vvz
less	less	dar
of	of	io
it	it	pph1
when	when	cs
sleep	sleep	nn1
cycles	cycle	nn2
are	be	vbr
disrupted	disrupt	vvn_jj
.	.	y
Cortisol	cortisol	nn1	
,	,	y
which	which	ddq
helps	help	vvz_nn2@
regulate	regulate	vvi
the	the	at
immune	immune	jj
system	system	nn1
,	,	y
may	may	vm
also	also	rr
be	be	vbi
compromised	compromise	vvn
by	by	ii
troubled	trouble	jj
sleep	sleep	nn1
.	.	y
Says	say	vvz
Spiegel	spiegel	np1
:	:	y
"	"	"
Cancer	cancer	nn1
might	might	vm
be	be	vbi
something	something	pn1
to	to	to
lose	lose	vvi
sleep	sleep	vv0_nn1
over	over	rp
,	,	y
but	but	ccb
we	we	ppis2
'd	have	vm
rather	rather	rr
help	help	vvi
people	people	nn
regain	regain	vvi
the	the	at
sleep	sleep	nn1
and	and	cc
lose	lose	vv0
the	the	at
cancer	cancer	nn1
.	.	y
"	"	"
 -- 	--	nn1_jj
By	by	ii
David	david	np1
Bjerklie	bjerklie	np1	
