@@364745	##	fo
It	it	pph1
's	be	vbz
easy	easy	jj
to	to	to
be	be	vbi
pessimistic	pessimistic	jj
about	about	ii
how	how	rgq@_rrq
soft	soft	jj
and	and	cc
fat	fat	jj_nn1
Americans	american	nn2
have	have	vh0
become	become	vvn@
.	.	y
It	it	pph1
's	be	vbz
not	not	xx
healthy	healthy	jj
to	to	to
be	be	vbi
obese	obese	jj
,	,	y
and	and	cc
if	if	cs
we	we	ppis2
keep	keep	vv0
going	go	vvg
the	the	at
way	way	nn1
we	we	ppis2
're	be	vbr
headed	head	vvn
,	,	y
the	the	at
long-term	long-term	jj
medical	medical	jj
costs	cost	nn2
may	may	vm
be	be	vbi
more	more	dar_rrr
than	than	csn
we	we	ppis2
can	can	vm
bear	bear	vvi
.	.	y
The	the	at
case	case	nn1
for	for	if
optimism	optimism	nn1
is	be	vbz
harder	harder	jjr
to	to	to
make	make	vvi
,	,	y
although	although	cs
there	there	ex
are	be	vbr
signs	sign	nn2
that	that	cst
the	the	at
tide	tide	nn1
may	may	vm
be	be	vbi
turning	turn	vvg
.	.	y
Preliminary	preliminary	jj
data	data	nn
suggest	suggest	vv0
that	that	cst_dd1
2003	2003	mc
was	be	vbdz
the	the	at
first	first	md
year	year	nnt1
since	since	ii
1998	1998	mc
that	that	cst
the	the	at
percentage	percentage	nn1
of	of	io
Americans	american	nn2
who	who	pnqs
are	be	vbr
obese	obese	jj
did	do	vdd
not	not	xx
increase	increase	vvi
.	.	y
But	but	ccb
that	that	dd1
does	do	vdz
n't	n't	xx
include	include	vvi
kids	kid	nn2
,	,	y
and	and	cc
it	it	pph1
still	still	rr
leaves	leave	vvz
us	us	ppio2
at	at	ii
epidemic	epidemic	nn1_jj@
levels	level	nn2
.	.	y
What	what	ddq
can	can	vm
be	be	vbi
done	do	vdn
?	?	y
That	that	dd1
's	be	vbz
the	the	at
question	question	nn1
TIME	time	nnt1
and	and	cc
ABC	abc	np1
News	news	nn1
set	set	vvd_vvn_vv0
out	out	rp
to	to	to
explore	explore	vvi
in	in	ii_rp@
a	a	at1
joint	joint	jj
reporting	reporting	nn1_jj@
project	project	nn1_vv0@
this	this	dd1
spring	spring	nn1
.	.	y
The	the	at
answers	answer	nn2
in	in	ii
the	the	at
pages	page	nn2
that	that	cst
follow	follow	vv0
,	,	y
and	and	cc
in	in	ii
the	the	at
broadcasts	broadcast	nn2
airing	air	vvg@
this	this	dd1
week	week	nnt1
,	,	y
will	will	vm
surprise	surprise	vvi
and	and	cc
,	,	y
we	we	ppis2
hope	hope	vv0
,	,	y
inspire	inspire	vvi
you	you	ppy
.	.	y
