@@372401	##	fo
"	"	"
I	i	ppis1_zz1%
used	use	vmk
to	to	to
be	be	vbi
a	a	at1
performer	performer	nn1
,	,	y
"	"	"
Hill	hill	np1_nn1
says	say	vvz
as	as	csa
she	she	pphs1
launches	launch	vvz
into	into	ii
two	two	mc
hours	hour	nnt2
of	of	io
long-awaited	long-awaited	jj
new	new	jj
material	material	nn1
.	.	y
"	"	"
I	i	ppis1
really	really	rr
do	do	vd0
n't	n't	xx
consider	consider	vvi
myself	myself	ppx1
a	a	at1
performer	performer	nn1
so	so	rg
much	much	da1_rr
anymore	anymore	rr
.	.	y
I	i	ppis1
'm	be	vbm
just	just	jj
,	,	y
sharing	share	vvg
.	.	y
"	"	"
Hill	hill	np1_nn1
shares	share	vvz@
her	her	appge
problems	problem	nn2
dealing	deal	vvg
with	with	iw
fame	fame	nn1
and	and	cc
at	at	ii
times	time	nnt2
looks	look	vvz
as	as	cs21
if	if	cs22
she	she	pphs1
may	may	vm
not	not	xx
make	make	vvi
it	it	pph1
through	through	ii_rp@
her	her	appge
14-song	14-song	jj_nn1	
set	set	nn1_vvd
.	.	y
But	but	ccb
the	the	at
sweetness	sweetness	nn1
of	of	io
her	her	appge
voice	voice	nn1
and	and	cc
flashes	flash	nn2
of	of	io
brilliance	brilliance	nn1
in	in	ii
Dylanesque	dylanesque	jj	
songs	song	nn2
such	such	ii21
as	as	ii22
Mr.	mr.-	nnb
Intentional	intentional	jj
and	and	cc
Oh	oh	uh
,	,	y
Jerusalem	jerusalem	np1
seem	seem	vv0
to	to	to
pull	pull	vvi
her	her	appge_ppho1
back	back	nn1_rp_jj@
 -- 	--	nn1_jj
a	a	at1
reminder	reminder	nn1
that	that	cst
no	no	ddqv31
matter	matter	ddqv32
what	what	ddqv33
she	she	pphs1
says	say	vvz
,	,	y
she	she	pphs1
's	be	vbz
a	a	at1
performer	performer	nn1
after	after	ii
all	all	db
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Josh	josh	np1
Tyrangiel	tyrangiel	np1	
