@@381376	##	fo
It	it	pph1
was	be	vbdz
the	the	at
cheap	cheap	jj
shot	shot	nn1
seen	see	vvn
round	round	ii_rp
the	the	at
world	world	nn1
 -- 	--	zz
French	french	jj_nn1
star	star	nn1
Zindine	zindine	np1
Zidane	zidane	np1
head-butted	head-butted	jj
Marco	marco	nn1@_np1
Materazzi	materazzi	nn1_np1	
of	of	io
Italy	italy	np1
in	in	ii
the	the	at
last	last	md
minutes	minute	nnt2
of	of	io
the	the	at
World	world	nn1
Cup	cup	nn1
final	final	nn1
.	.	y
(	(	y
Zidane	zidane	nn1_np1@	
says	say	vvz
Materazzi	materazzi	np1_nn1
insulted	insult	vvd
his	his	appge
mom	mom	nn1
and	and	cc
sister	sister	nn1
.	.	y
)	)	y
Most	most	dat
sports	sport	nn2
ban	ban	vv0
head-butting	head-butting	nn1_jj
,	,	y
but	but	ccb
there	there	ex
have	have	vh0
been	be	vbn
extraordinary	extraordinary	jj
examples	example	nn2
.	.	y
