@@366914	##	fo
BUT	but	ccb
ALL	all	db_rr@
IS	be	vbz
QUIET	quiet	jj
AMONG	among	ii
RUTABAGAS	rutabaga	nn2_np2
Recently	recently	rr
,	,	y
Rhode	rhode	np1
Island	island	nnl1
named	name	vvd
Mr.	mr.-	nnb
Potato	potato	np1
Head	head	vv0@_nn1
its	its	appge
official	official	jj_nn1
travel	travel	nn1
ambassador	ambassador	nn1
and	and	cc
began	begin	vvd
planting	plant	vvg
six-foot	six-foot	jj
statues	statue	nn2
of	of	io
him	him	ppho1
across	across	ii
the	the	at
state	state	nn1
.	.	y
But	but	ccb
that	that	dd1
's	be	vbz
not	not	xx
the	the	at
only	only	jj
breaking	break	nn1@_vvg
tuber	tuber	nn1
story	story	nn1
:	:	y
<P>	<p>	null	
 -- 	--	zz
British	british	jj
gynecologists	gynecologist	nn2
are	be	vbr
launching	launch	vvg
a	a	at1
clinical	clinical	jj
trial	trial	nn1
on	on	ii
the	the	at
effects	effect	nn2
of	of	io
progesterone	progesterone	nn1
extracted	extract	vvn_vvd
from	from	ii
Mexican	mexican	jj
wild	wild	jj
yams	yam	nn2
on	on	ii
women	woman	nn2
with	with	iw
PMS	pms	np2
<P>	<p>	null	
 -- 	--	zz
U.S.	u.s.-	np1
scientists	scientist	nn2
last	last	md
month	month	nnt1
used	use	vvd_vvn_jj
150-year-old	150-year-old	jj
Irish	irish	jj
potato	potato	nn1
leaves	leave	vvz_nn2
to	to	to
replicate	replicate	vvi
the	the	at
DNA	dna	nn1
of	of	io
the	the	at
fungus	fungus	nn1
that	that	cst
brought	bring	vvd
on	on	ii
the	the	at
Great	great	jj
Potato	potato	nn1
Famine	famine	nn1
<P>	<p>	null	
 -- 	--	zz
Nigerian	nigerian	jj_nn1
police	police	nn2
are	be	vbr
investigating	investigate	vvg_jj@
reports	report	nn2_vvz
that	that	cst
a	a	at1
schoolboy	schoolboy	nn1
was	be	vbdz
turned	turn	vvn
into	into	ii
a	a	at1
yam	yam	nn1
through	through	ii
witchcraft	witchcraft	nn1
