@@363880	##	fo
As	as	rg
unpleasant	unpleasant	jj
as	as	csa
its	its	appge
itchy	itchy	jj_nn1
rash	rash	nn1
can	can	vm
be	be	vbi
,	,	y
getting	get	vvg
chicken	chicken	nn1
pox	pox	nn1
may	may	vm
still	still	rr
be	be	vbi
the	the	at
best	best	jjt
way	way	nn1
to	to	to
protect	protect	vvi
against	against	ii
catching	catch	vvg
it	it	pph1
again	again	rt
,	,	y
especially	especially	rr
in	in	ii
the	the	at
youngest	young	jjt
children	child	nn2
.	.	y
Doctors	doctor	nn2
from	from	ii
Yale	yale	np1
and	and	cc
Columbia	columbia	np1
found	find	vvd
that	that	cst
the	the	at
chicken-pox	chicken-pox	nn
vaccine	vaccine	nn1
's	's	ge
ability	ability	nn1
to	to	to
protect	protect	vvi
against	against	ii
the	the	at
varicella	varicella	nn1
virus	virus	nn1
weakens	weaken	vvz
after	after	ii_cs
the	the	at
first	first	md
year	year	nnt1
and	and	cc
is	be	vbz
particularly	particularly	rr
ineffective	ineffective	jj
in	in	ii
infants	infant	nn2
who	who	pnqs
were	be	vbdr
immunized	immunize	vvn@
before	before	ii_cs
the	the	at
age	age	nn1
of	of	io
15	15	mc
months	month	nnt2
.	.	y
