@@375587	##	fo
The	the	at
Dow	dow	np1
had	have	vhd
run	run	vvn
up	up	rp
10%	10%	nnu
in	in	ii
the	the	at
three	three	mc
months	month	nnt2
ending	end	vvg
July	july	npm1
5	5	mc
,	,	y
and	and	cc
the	the	at
NASDAQ	nasdaq	np1_nn1@
nearly	nearly	rr
double	double	vv0@_jj
that	that	dd1
.	.	y
Which	which	ddq
caused	cause	vvd
a	a	at1
friend	friend	nn1
of	of	io
mine	mine	ppge
to	to	to
ponder	ponder	vvi
,	,	y
on	on	ii
her	her	ppho1
commute	commute	vv0
home	home	rl
from	from	ii
Manhattan	manhattan	np1
(	(	y
where	where	cs_rrq
much	much	rr_da1
pondering	ponder	vvg
is	be	vbz
done	do	vdn
)	)	y
,	,	y
What	what	ddq
should	should	vm
I	i	ppis1
do	do	vdi
with	with	iw
my	my	appge
investments	investment	nn2
?	?	y
"	"	"
Last	last	md
week	week	nnt1
I	i	ppis1
told	tell	vvd
my	my	appge
husband	husband	nn1
to	to	to
sell	sell	vvi
everything	everything	pn1
because	because	cs
we	we	ppis2
were	be	vbdr
n't	n't	xx
going	go	vvgk
to	to	to
see	see	vvi
prices	price	nn2
like	like	ii
this	this	dd1
for	for	if
quite	quite	rg_rr@
some	some	dd
time	time	nnt1
,	,	y
"	"	"
she	she	pphs1
says	say	vvz
.	.	y
"	"	"
Of	of	rr21
course	course	rr22
,	,	y
he	he	pphs1
did	do	vdd
n't	n't	xx
.	.	y
But	but	ccb
now	now	rt
I	i	ppis1
'm	be	vbm
not	not	xx
sure	sure	jj_rr%
that	that	cst_dd1
was	be	vbdz
the	the	at
right	right	jj_nn1
call	call	nn1
.	.	y
I	i	ppis1
certainly	certainly	rr
ca	can	vm
n't	n't	xx
tell	tell	vvi
from	from	ii
the	the	at
papers	paper	nn2
.	.	y
"	"	"
Or	or	cc
magazines	magazine	nn2
.	.	y
<P>	<p>	null	
The	the	at
economic	economic	jj
indicators	indicator	nn2
have	have	vh0
been	be	vbn
downright	downright	jj_rr
schizophrenic	schizophrenic	nn1_jj
.	.	y
"	"	"
If	if	cs
you	you	ppy
look	look	vv0
at	at	ii
GDP	gdp	nn1
and	and	cc
output	output	nn1
,	,	y
you	you	ppy
see	see	vv0
an	an	at1
economy	economy	nn1
that	that	cst_dd1
is	be	vbz
n't	n't	xx
doing	do	vdg
great	great	jj
,	,	y
but	but	ccb
at	at	rr21
least	least	rr22
it	it	pph1
's	be	vbz
O.K.	o.k.-	jj
,	,	y
it	it	pph1
's	be	vbz
growing	grow	jj_vvg
,	,	y
"	"	"
says	say	vvz
Mark	mark	np1
Zandi	zandi	np1
,	,	y
chief	chief	jj_nn1
economist	economist	nn1
at	at	ii
