@@364949	##	fo
The	the	at
British	british	jj
Medical	medical	jj
Journal	journal	nn1
published	publish	vvd_vvn
a	a	at1
landmark	landmark	nn1
study	study	nn1
in	in	ii
1954	1954	mc
that	that	cst_dd1
helped	help	vvd_vvn
establish	establish	vvi
the	the	at
link	link	nn1
between	between	ii
smoking	smoking	nn1_vvg_jj
and	and	cc
lung	lung	nn1
cancer	cancer	nn1
.	.	y
Last	last	md
week	week	nnt1
the	the	at
journal	journal	nn1
published	publish	vvd_vvn
a	a	at1
50-year	50-year	jj_nnt1
update	update	nn1
of	of	io
the	the	at
massive	massive	jj
research	research	nn1
project	project	nn1
on	on	ii
which	which	ddq
that	that	dd1
paper	paper	nn1
was	be	vbdz
based	base	vvn
 -- 	--	nn1_jj
the	the	at
longest	long	jjt
smoking	smoking	jj_nn1
study	study	nn1
ever	ever	rr
 -- 	--	zz
which	which	ddq
calculated	calculate	vvd
that	that	cst
cigarettes	cigarette	nn2
took	take	vvd
an	an	at1
average	average	nn1
of	of	io
10	10	mc
years	year	nnt2
off	off	ii
the	the	at
lives	live	nn2
of	of	io
smokers	smoker	nn2
who	who	pnqs
never	never	rr
quit	quit	vvn_vvd_vv0
.	.	y
The	the	at
study	study	nn1
,	,	y
which	which	ddq
began	begin	vvd
in	in	ii
1951	1951	mc
and	and	cc
ended	end	vvn_vvd
in	in	ii
2001	2001	mc
,	,	y
followed	follow	vvd_vvn
35,000	35,000	mc
male	male	jj
doctors	doctor	nn2
and	and	cc
found	find	vvd_vvn
that	that	cst_dd1
kicking	kick	vvg
the	the	at
habit	habit	nn1
reduced	reduce	vvd_vvn_jj@
mortality	mortality	nn1
rates	rate	nn2_vvz@
on	on	ii
a	a	at1
sliding	slide	jj
scale	scale	nn1
.	.	y
Quit	quit	vv0_vvn
at	at	ii
60	60	mc
,	,	y
and	and	cc
you	you	ppy
gain	gain	vv0
three	three	mc
years	year	nnt2
of	of	io
life	life	nn1
;	;	y
quit	quit	vv0_vvn_vvd
at	at	ii
30	30	mc
,	,	y
and	and	cc
it	it	pph1
's	be	vbz
almost	almost	rr
as	as	cs21
if	if	cs22
you	you	ppy
never	never	rr
smoked	smoke	vvn_vvd
.	.	y
Take	take	vv0
it	it	pph1
from	from	ii
Sir	sir	nnb
Richard	richard	np1
Doll	doll	nn1
,	,	y
91	91	mc
,	,	y
who	who	pnqs
quit	quit	vvd_vv0
at	at	ii
37	37	mc
and	and	cc
co-authored	co-author	vvd
the	the	at
original	original	jj
paper	paper	nn1
as	as	ii31
well	well	ii32
as	as	ii33
last	last	md
week	week	nnt1
's	's	ge
update	update	nn1
.	.	y
While	while	cs
50-year	50-year	jj
studies	study	nn2
are	be	vbr
rarities	rarity	nn2
in	in	ii
medicine	medicine	nn1
,	,	y
researchers	researcher	nn2
who	who	pnqs
survive	survive	vv0
them	them	ppho2
are	be	vbr
even	even	rr
rarer	rare	jjr
.	.	y
