@@376275	##	fo
With	with	iw
personal	personal	jj
bankruptcies	bankruptcy	nn2
nearing	near	vvg
a	a	at1
record	record	jj
high	high	nn1
,	,	y
federal	federal	jj
regulators	regulator	nn2
issued	issue	vvd_vvn
a	a	at1
rare	rare	jj
joint	joint	jj
advisory	advisory	jj
last	last	md
week	week	nnt1
warning	warn	vvg@_nn1
the	the	at
millions	millions	m
of	of	io
Americans	american	nn2
who	who	pnqs
turn	turn	vv0
to	to	ii
credit-counseling	credit-counseling	jj_nn1
agencies	agency	nn2
each	each	dd1
year	year	nnt1
to	to	to
make	make	vvi
sure	sure	jj
they	they	pphs2
are	be	vbr
dealing	deal	vvg
with	with	iw
legitimate	legitimate	jj
nonprofits	nonprofit	nn2
.	.	y
The	the	at
IRS	irs	nn1
is	be	vbz
auditing	audit	vvg
a	a	at1
number	number	nn1
of	of	io
debt	debt	nn1
consolidators	consolidator	nn2
to	to	to
see	see	vvi
if	if	csw@_cs
they	they	pphs2
are	be	vbr
abusing	abuse	vvg
their	their	appge
tax-exempt	tax-exempt	jj
status	status	nn1
.	.	y
Red	red	jj_nn1
flags	flag	nn2
to	to	to
look	look	vvi
for	for	if
:	:	y
<P>	<p>	null	
 -- 	--	nn1_jj
Promises	promise	vvz_nn2
to	to	to
help	help	vvi
you	you	ppy
"	"	"
get	get	vv0
out	out	ii21
of	of	ii22
debt	debt	nn1
easily	easily	rr
"	"	"
or	or	cc
remove	remove	vv0
negatives	negative	nn2
from	from	ii
your	your	appge
credit	credit	nn1
report	report	nn1
<P>	<p>	null	
 -- 	--	zz
High	high	jj
monthly	monthly	jj
fees	fee	nn2
or	or	cc
required	require	jj_vvn
"	"	"
voluntary	voluntary	jj
contributions	contribution	nn2
"	"	"
<P>	<p>	null	
 -- 	--	nn1_jj
A	a	zz1
push	push	vv0
into	into	ii
repayment	repayment	nn1
plans	plan	nn2_vvz
without	without	iw
help	help	nn1
setting	set	vvg
a	a	at1
budget	budget	nn1
.	.	y
<P>	<p>	null	
To	to	to
check	check	vvi
out	out	rp
a	a	at1
specific	specific	jj
nonprofit	nonprofit	jj
,	,	y
ask	ask	vv0
state	state	nn1_vv0
charity	charity	nn1
officials	official	nn2
