@@365332	##	fo
With	with	iw
the	the	at
heavy	heavy	jj
cost	cost	nn1
of	of	io
prescription	prescription	nn1
drugs	drug	nn2
weighing	weigh	vvg
on	on	ii_rp@
patients	patient	nn2
,	,	y
states	state	vvz_nn2
that	that	cst
wind	wind	vv0@_nn1
up	up	rp
with	with	iw
part	part	nn1
of	of	io
the	the	at
tab	tab	nn1
are	be	vbr
taking	take	vvg
action	action	nn1
to	to	to
help	help	vvi
consumers	consumer	nn2
lower	lower	vvi
their	their	appge
bills	bill	nn2
.	.	y
Illinois	illinois	np1
announced	announce	vvd
last	last	md
week	week	nnt1
that	that	cst
it	it	pph1
plans	plan	vvz
to	to	to
set	set	vvi
up	up	rp
a	a	at1
website	website	nn1
and	and	cc
toll-free	toll-free	jj
phone	phone	nn1
number	number	nn1
to	to	to
help	help	vvi
residents	resident	nn2
buy	buy	vvi
cheaper	cheap	jjr
prescriptions	prescription	nn2
from	from	ii
Canada	canada	np1
,	,	y
Ireland	ireland	np1
and	and	cc
Britain	britain	np1
.	.	y
That	that	dd1
program	program	nn1
,	,	y
which	which	ddq
Illinois	illinois	np1
estimates	estimate	nn2_vvz
will	will	vm
cut	cut	vvi
prices	price	nn2
25%	25%	nnu
to	to	ii
50%	50%	nnu
,	,	y
follows	follow	vvz
in	in	ii
the	the	at
footsteps	footstep	nn2
of	of	io
ones	one	nn2
already	already	rr
in	in	ii
place	place	nn1
in	in	ii
Minnesota	minnesota	np1
,	,	y
Wisconsin	wisconsin	np1
,	,	y
New	new	np1
Hampshire	hampshire	np1
and	and	cc
North	north	nd1
Dakota	dakota	np1
.	.	y
Meanwhile	meanwhile	rr
,	,	y
New	new	np1
York	york	np1
launched	launch	vvd
a	a	at1
website	website	nn1
last	last	md
week	week	nnt1
that	that	cst_dd1
enables	enable	vvz
its	its	appge
residents	resident	nn2
to	to	to
compare	compare	vvi
the	the	at
prices	price	nn2
of	of	io
the	the	at
most	most	rgt
commonly	commonly	rr
prescribed	prescribe	jj_vvn
drugs	drug	nn2
at	at	ii
different	different	jj
pharmacies	pharmacy	nn2
in	in	ii
their	their	appge
area	area	nn1
.	.	y
The	the	at
site	site	nn1
,	,	y
at	at	ii
