@@366312	##	fo
Public	public	jj_nn1
TV	tv	nn1
too	too	rg
often	often	rr
likes	like	vvz
its	its	appge
art	art	nn1
tame	tame	jj
and	and	cc
respectable	respectable	jj
,	,	y
but	but	ccb
this	this	dd1
documentary	documentary	nn1
mini-series	mini-series	jj_nn
 -- 	--	nn1
which	which	ddq
examines	examine	vvz
Edouard	edouard	np1
Manet	manet	np1
's	's	ge
Olympia	olympia	np1
,	,	y
Huckleberry	huckleberry	np1_nn1
Finn	finn	nn1
,	,	y
1920s	1920s	mc2
jazz	jazz	nn1
and	and	cc
racy	racy	jj
1930s	1930s	mc2
movies	movie	nn2
 -- 	--	nn1
recovers	recover	vvz
what	what	ddq
was	be	vbdz
shocking	shock	vvg@_jj
in	in	ii
art	art	nn1
we	we	ppis2
have	have	vh0
(	(	y
mostly	mostly	rr
)	)	y
grown	grow	vvn_vvd@
comfortable	comfortable	jj
with	with	iw
.	.	y
The	the	at
enlightening	enlighten	jj@_nn1@
Manet	manet	nn1_np1
episode	episode	nn1
unpacks	unpack	vvz
19th	19th	md
century	century	nnt1
French	french	jj_nn1
society	society	nn1
to	to	to
show	show	vvi
how	how	rrq
a	a	at1
nude	nude	jj
courtesan	courtesan	nn1
roiled	roil	vvd
the	the	at
salons	salon	nn2
by	by	ii
staring	stare	vvg
frankly	frankly	rr
at	at	ii
the	the	at
viewer	viewer	nn1
;	;	y
the	the	at
Finn	finn	nn1
segment	segment	nn1
examines	examine	vvz
a	a	at1
contemporary	contemporary	jj
push	push	nn1@_vv0
to	to	to
pull	pull	vvi
the	the	at
book	book	nn1
(	(	y
charged	charge	vvn
with	with	iw
racism	racism	nn1
)	)	y
from	from	ii
a	a	at1
school	school	nn1
.	.	y
The	the	at
series	series	nn
comes	come	vvz
down	down	rp
on	on	ii
the	the	at
side	side	nn1
of	of	io
art	art	nn1
,	,	y
natch	natch	vv0_nn1
,	,	y
but	but	ccb
deserves	deserve	vvz
credit	credit	nn1
for	for	if
arguing	argue	vvg
,	,	y
not	not	xx
assuming	assume	vvg
,	,	y
its	its	appge
point	point	nn1
.	.	y
<P>	<p>	null	
 -- 	--	zz
J.P	jp	np1
.	.	y
