@@376277	##	fo
Children	child	nn2
can	can	vm
develop	develop	vvi
weight	weight	nn1
problems	problem	nn2
at	at	ii
any	any	dd
age	age	nn1
,	,	y
but	but	ccb
there	there	ex
are	be	vbr
periods	period	nn2
when	when	rrq
kids	kid	nn2
are	be	vbr
especially	especially	rr
vulnerable	vulnerable	jj
.	.	y
One	one	mc1
,	,	y
it	it	pph1
's	be	vbz
now	now	rt
clear	clear	vv0@_jj_rr@
,	,	y
is	be	vbz
the	the	at
transition	transition	nn1
from	from	ii
teen	teen	nn1
years	year	nnt2
to	to	ii
young	young	jj
adulthood	adulthood	nn1
.	.	y
Results	result	nn2
from	from	ii
the	the	at
National	national	jj
Longitudinal	longitudinal	jj
Study	study	nn1
of	of	io
Adolescent	adolescent	jj_nn1
Health	health	nn1
presented	present	vvd_vvn
last	last	md
week	week	nnt1
revealed	reveal	vvd_vvn
that	that	cst_dd1
in	in	ii
the	the	at
five	five	mc
years	year	nnt2
from	from	ii
1996	1996	mc
to	to	ii
2001	2001	mc
,	,	y
about	about	rg
2	2	mc
million	million	m
young	young	jj
Americans	american	nn2
joined	join	vvd_vvn
the	the	at
ranks	rank	nn2
of	of	io
the	the	at
clinically	clinically	rr
obese	obese	jj
.	.	y
 -- 	--	nn1_jj
By	by	ii
David	david	np1
Bjerklie	bjerklie	np1	
