@@366015	##	fo
Had	have	vhd
enough	enough	dd
of	of	io
whiskers	whisker	nn2
,	,	y
bleaching	bleach	vvg
and	and	cc
streaks	streak	nn2
?	?	y
Not	not	xx
in	in	ii
your	your	appge
beauty	beauty	nn1
regimen	regimen	nn1
,	,	y
but	but	ccb
in	in	ii
your	your	appge
designer	designer	nn1
jeans	jean	nn2
.	.	y
A	a	at1_zz1
notable	notable	jj
trend	trend	nn1
in	in	ii
the	the	at
booming	booming	jj_nn1
high-end	high-end	jj
denim	denim	nn1
business	business	nn1
is	be	vbz
taking	take	vvg
Hollywood	hollywood	np1
by	by	ii
storm	storm	nn1
:	:	y
cleaned-up	cleaned-up	jj
blue	blue	jj
jeans	jean	nn2
.	.	y
Fins	fin	nn2
Denim	denim	nn1
,	,	y
a	a	at1
new	new	jj
Chicago-based	chicago-based	jj_nn1
company	company	nn1
that	that	cst_dd1
has	have	vhz
captured	capture	vvn
the	the	at
loyalty	loyalty	nn1
of	of	io
Gwyneth	gwyneth	np1
Paltrow	paltrow	np1
,	,	y
right	right	rr_nn1_jj
,	,	y
among	among	ii
others	other	nn2
,	,	y
promises	promise	vvz
a	a	at1
slim	slim	jj
cut	cut	nn1
with	with	iw
none	none	pn
of	of	io
the	the	at
thong-revealing	thong-revealing	jj_nn1
problems	problem	nn2
of	of	io
other	other	jj
low-rise	low-rise	nn1_jj
looks	look	vvz_nn2@
.	.	y
Another	another	dd1
plus	plus	nn1@_ii
:	:	y
the	the	at
jeans	jean	nn2
have	have	vh0
just	just	rr
enough	enough	rr_dd
stretch	stretch	vv0
in	in	ii_rp@
all	all	db
the	the	at
right	right	jj_nn1
places	place	nn2
.	.	y
