@@368698	##	fo
John	john	np1
McCain	mccain	np1
would	would	vm
n't	n't	xx
give	give	vvi
him	him	ppho1
much	much	rr
face	face	vv0
time	time	nnt1
,	,	y
so	so	cs@_rr
Wallace	wallace	np1
,	,	y
in	in	ii
this	this	dd1
narrative	narrative	nn1_jj
,	,	y
available	available	jj
only	only	rr
as	as	ii_csa
an	an	at1
e-book	e-book	nn1_jj
,	,	y
tries	try	vvz_nn2
to	to	to
make	make	vvi
a	a	at1
virtue	virtue	nn1
of	of	io
exile	exile	nn1
by	by	ii
telling	tell	vvg
the	the	at
story	story	nn1
of	of	io
the	the	at
Senator	senator	nn1
's	be	vbz_vhz@
failed	fail	vvn_jj@
presidential	presidential	jj
bid	bid	nn1
from	from	ii
the	the	at
perspective	perspective	nn1
of	of	io
the	the	at
TV	tv	nn1
crews	crew	nn2
and	and	cc
others	other	nn2
on	on	ii
the	the	at
overflow	overflow	nn1
buses	bus	nn2
.	.	y
But	but	ccb
the	the	at
mash	mash	nn1
note	note	nn1_vv0
to	to	ii
his	his	appge
fellow	fellow	jj_nn1
riders	rider	nn2
turns	turn	vvz
to	to	ii
wholesale	wholesale	jj
gush	gush	nn1
as	as	csa
he	he	pphs1
pants	pant	nn2
over	over	ii
their	their	appge
observations	observation	nn2
,	,	y
the	the	at
banal	banal	jj
as	as	ii31
well	well	ii32
as	as	ii33
the	the	at
smart	smart	jj
,	,	y
reminding	remind	vvg
us	us	ppio2
that	that	cst
this	this	dd1
is	be	vbz
Wallace	wallace	np1
's	's	ge
first	first	md
up-close	up-close	jj
look	look	nn1
at	at	ii
a	a	at1
campaign	campaign	nn1
.	.	y
Worse	bad	jjr_rrr@
,	,	y
some	some	dd
details	detail	nn2
are	be	vbr
made	make	vvn
up	up	rp
,	,	y
tainting	taint	vvg
the	the	at
sharp	sharp	jj
insights	insight	nn2
he	he	pphs1
does	do	vdz
offer	offer	vvi
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
John	john	np1
Dickerson	dickerson	np1
