@@375877	##	fo
The	the	at
quaking	quake	nn1
,	,	y
shaking	shake	vvg
symptoms	symptom	nn2
of	of	io
Parkinson	parkinson	np1
's	's	ge
disease	disease	nn1
afflict	afflict	nn1_vv0
1	1	mc1
1/2	1/2	mf
million	million	m
Americans	american	nn2
.	.	y
It	it	pph1
can	can	vm
be	be	vbi
slowed	slow	vvn
but	but	ccb
not	not	xx
cured	cure	vvn
,	,	y
which	which	ddq
makes	make	vvz
prevention	prevention	nn1
all	all	db
the	the	at
more	more	rgr
appealing	appealing	jj
.	.	y
A	a	at1_zz1
new	new	jj
study	study	nn1
,	,	y
released	release	vvn
in	in	ii
the	the	at
Archives	archive	nn2
of	of	io
Neurology	neurology	np1_nn1
,	,	y
suggests	suggest	vvz
that	that	cst_dd1
regular	regular	jj
use	use	nn1
of	of	io
nonsteroidal	nonsteroidal	jj
anti-inflammatory	anti-inflammatory	jj
drugs	drug	nn2
(	(	y
NSAIDs	nsaid	np2
)	)	y
such	such	ii21
as	as	ii22
ibuprofen	ibuprofen	nn1_jj
offers	offer	vvz@_nn2
some	some	dd
protection	protection	nn1
.	.	y
About	about	rg
44,000	44,000	mc
men	man	nn2
and	and	cc
99,000	99,000	mc
women	woman	nn2
were	be	vbdr
followed	follow	vvn
for	for	if
14	14	mc
and	and	cc
18	18	mc
years	year	nnt2
,	,	y
respectively	respectively	rr
.	.	y
Researchers	researcher	nn2
found	find	vvd_vvn
that	that	cst
the	the	at
risk	risk	nn1
of	of	io
developing	develop	vvg_jj
Parkinson	parkinson	np1
's	's	ge
was	be	vbdz
45%	45%	nnu
lower	low	jjr_rrr@
among	among	ii
men	man	nn2
and	and	cc
women	woman	nn2
who	who	pnqs
regularly	regularly	rr
used	use	jj_vvn
nonaspirin	nonaspirin	nn1	
NSAIDs	nsaid	np2
than	than	csn
among	among	ii
nonusers	nonusers	nn2	
.	.	y
Also	also	rr
last	last	md
week	week	nnt1
a	a	at1
Parkinson	parkinson	np1
's	's	ge
patient	patient	nn1
was	be	vbdz
treated	treat	vvn
with	with	iw
an	an	at1
experimental	experimental	jj
gene	gene	nn1
therapy	therapy	nn1
.	.	y
Results	result	nn2
probably	probably	rr
wo	will	vm
n't	n't	xx
be	be	vbi
known	know	vvn
for	for	if
months	month	nnt2
.	.	y
