@@363879	##	fo
If	if	cs
you	you	ppy
're	be	vbr
convinced	convince	jj_vvn@
that	that	cst
sweets	sweet	nn2
and	and	cc
snacks	snack	nn2
always	always	rr
taste	taste	vv0@
better	better	rrr_jjr
when	when	cs
you	you	ppy
're	be	vbr
on	on	ii
a	a	at1
diet	diet	nn1
,	,	y
you	you	ppy
may	may	vm
be	be	vbi
right	right	jj
.	.	y
Scientists	scientist	nn2
at	at	ii
the	the	at
University	university	nn1
of	of	io
Malawi	malawi	np1
found	find	vvd
that	that	cst
when	when	cs
you	you	ppy
're	be	vbr
hungry	hungry	jj
,	,	y
your	your	appge
ability	ability	nn1
to	to	to
taste	taste	vvi
changes	change	nn2
,	,	y
either	either	rr
because	because	cs
the	the	at
taste	taste	nn1
buds	bud	nn2
on	on	ii
your	your	appge
tongue	tongue	nn1
become	become	vv0_vvn@
more	more	rgr_dar
sensitive	sensitive	jj
to	to	ii
sweets	sweet	nn2
and	and	cc
salt	salt	nn1
or	or	cc
because	because	cs
your	your	appge
brain	brain	nn1
perceives	perceive	vvz
the	the	at
same	same	da
tastes	taste	nn2
more	more	rgr
intensely	intensely	rr
.	.	y
The	the	at
researchers	researcher	nn2
gave	give	vvd
a	a	at1
group	group	nn1
of	of	io
college	college	nn1
men	man	nn2
different	different	jj
concentrations	concentration	nn2
of	of	io
sugar	sugar	nn1
or	or	cc
salt	salt	nn1
solutions	solution	nn2
to	to	to
drink	drink	vvi
before	before	ii_rt@_cs
and	and	cc
after	after	ii_cs
lunch	lunch	nn1
;	;	y
the	the	at
students	student	nn2
were	be	vbdr
more	more	rgr
aware	aware	jj
of	of	io
the	the	at
sweet	sweet	jj_nn1@
and	and	cc
salty	salty	jj
tastes	taste	nn2
before	before	ii_cs
lunch	lunch	nn1
.	.	y
