@@366608	##	fo
IN	in	ii
THE	the	at
PINK	pink	jj_nn1@
,	,	y
AGAIN	again	rt
Al	al	np1
Gore	gore	np1
took	take	vvd
a	a	at1
lot	lot	nn1
of	of	io
heat	heat	nn1
last	last	md
November	november	npm1
when	when	rrq_cs
he	he	pphs1
conspicuously	conspicuously	rr
restocked	restock	vvd
his	his	appge
closet	closet	nn1
with	with	iw
earth-toned	earth-toned	jj
casual	casual	jj
wear	wear	nn1@
.	.	y
But	but	ccb
perhaps	perhaps	rr
he	he	pphs1
could	could	vm
lend	lend	vvi
some	some	dd
sartorial	sartorial	jj
advice	advice	nn1
to	to	ii
old	old	jj
friend	friend	nn1
Hillary	hillary	np1
Clinton	clinton	np1
,	,	y
whose	whose	ddqge
campaign	campaign	nn1
wardrobe	wardrobe	nn1
is	be	vbz
getting	get	vvg
a	a	rr21_at1
little	little	rr22_jj
...	....	...
repetitive	repetitive	jj
