@@381980	##	fo
If	if	cs
you	you	ppy
're	be	vbr
an	an	at1
empty	empty	jj
nester	nester	nn1
looking	look	vvg
to	to	to
downsize	downsize	vvi
,	,	y
do	do	vd0
n't	n't	xx
let	let	vvi
the	the	at
weak	weak	jj
housing	housing	nn1
market	market	nn1
stop	stop	vv0
you	you	ppy
.	.	y
You	you	ppy
may	may	vm
be	be	vbi
working	work	vvg
with	with	iw
less	less	dar
equity	equity	nn1
today	today	rt
than	than	csn
you	you	ppy
had	have	vhd
a	a	at1
year	year	nnt1
ago	ago	ra
 -- 	--	zz
but	but	ccb
it	it	pph1
could	could	vm
be	be	vbi
more	more	dar_rrr
than	than	csn
you	you	ppy
will	will	vm
have	have	vhi
a	a	at1
year	year	nnt1
from	from	ii
now	now	rt
.	.	y
And	and	cc
swapping	swap	vvg
your	your	appge
McMansion	mcmansion	np1
for	for	if
something	something	pn1
smaller	small	jjr
today	today	rt
leaves	leave	vvz
you	you	ppy
less	less	rrr
exposed	expose	vvn_vvd
in	in	ii
a	a	at1
falling	fall	jj@
market	market	nn1
.	.	y
<P>	<p>	null	
Say	say	vv0
you	you	ppy
sell	sell	vv0
your	your	appge
big	big	jj
home	home	nn1
for	for	if
$600,000	$600,000	nnu
and	and	cc
immediately	immediately	rr
buy	buy	vv0
a	a	at1
condo	condo	nn1
for	for	if
$300,000	$300,000	nnu
,	,	y
and	and	cc
housing	house	vvg_nn1
prices	price	nn2
drop	drop	vv0
10%	10%	nnu
over	over	ii
the	the	at
next	next	md
12	12	mc
months	month	nnt2
,	,	y
as	as	csa
some	some	dd
economists	economist	nn2
forecast	forecast	vv0_nn1
.	.	y
In	in	ii
the	the	at
condo	condo	nn1
,	,	y
you	you	ppy
would	would	vm
lose	lose	vvi
just	just	rr
$30,000	$30,000	nnu
on	on	ii
paper	paper	nn1
;	;	y
in	in	ii
the	the	at
house	house	nn1
,	,	y
you	you	ppy
would	would	vm
lose	lose	vvi
$60,000	$60,000	nnu
.	.	y
The	the	at
condo	condo	nn1
savings	saving	nn2
,	,	y
however	however	rr
,	,	y
do	do	vd0
n't	n't	xx
include	include	vvi
expenses	expense	nn2
,	,	y
which	which	ddq
you	you	ppy
incur	incur	vv0
whenever	whenever	rrqv
you	you	ppy
move	move	vv0
.	.	y
