@@378348	##	fo
If	if	cs
you	you	ppy
're	be	vbr
a	a	at1
regular	regular	jj
reader	reader	nn1
of	of	io
blogs	blog	nn2
,	,	y
or	or	cc
indeed	indeed	rr
of	of	io
any	any	dd
kind	kind	nn1
of	of	io
news	news	nn1
website	website	nn1
,	,	y
you	you	ppy
've	have	vh0
probably	probably	rr
been	be	vbn
frustrated	frustrate	vvn
from	from	rr41
time	time	rr42
to	to	rr43
time	time	rr44
by	by	ii
information	information	nn1
overload	overload	nn1_vv0
:	:	y
the	the	at
blogosphere	blogosphere	nn1
creates	create	vvz
way	way	nn1_rr%
too	too	rg
much	much	da1
material	material	nn1
for	for	if
any	any	dd
human	human	jj
being	be	nn1
to	to	to
comfortably	comfortably	rr
digest	digest	vvi
.	.	y
Plus	plus	nn1@_rr%_ii
,	,	y
there	there	ex
's	be	vbz
no	no	at
way	way	nn1
of	of	io
knowing	know	vvg
when	when	rrq
your	your	appge
favorite	favorite	jj_nn1
sites	site	nn2
are	be	vbr
updated	update	vvn_jj
.	.	y
Some	some	dd
of	of	io
the	the	at
best	best	jjt_rrt
blog	blog	nn1_vv0
writers	writer	nn2
publish	publish	vv0
once	once	rr
a	a	at1
week	week	nnt1
or	or	cc
less	less	rrr_dar
,	,	y
and	and	cc
who	who	pnqs
has	have	vhz
time	time	nnt1
to	to	to
keep	keep	vvi
visiting	visit	vvg
these	these	dd2
sites	site	nn2
in	in	ii
the	the	at
hope	hope	nn1
of	of	io
finding	find	vvg
a	a	at1
fresh	fresh	jj
item	item	nn1
?	?	y
<P>	<p>	null	
But	but	ccb
there	there	ex
's	be	vbz
a	a	at1
solution	solution	nn1
to	to	ii
these	these	dd2
problems	problem	nn2
,	,	y
and	and	cc
it	it	pph1
's	be	vbz
simple	simple	jj
.	.	y
Actually	actually	rr
,	,	y
it	it	pph1
's	be	vbz
called	call	vvn
Real	real	jj
Simple	simple	jj
Syndication	syndication	nn1	
,	,	y
or	or	cc
RSS	rss	np1
.	.	y
You	you	ppy
start	start	vv0
by	by	ii
downloading	download	vvg
free	free	jj
software	software	nn1
called	call	vvn_vvd@
a	a	at1
newsreader	newsreader	nn1
.	.	y
For	for	if
PC	pc	nn1
users	user	nn2
,	,	y
we	we	ppis2
recommend	recommend	vv0
Bloglines	bloglines	nn2@_np2	
