@@375588	##	fo
Stocks	stock	nn2
rally	rally	vv0_nn1
when	when	rrq_cs
the	the	at
sun	sun	nn1
shines	shine	vvz
,	,	y
according	according	ii21
to	to	ii22
the	the	at
latest	late	jjt
issue	issue	nn1
of	of	io
the	the	at
Journal	journal	nn1
of	of	io
Finance	finance	nn1
.	.	y
David	david	np1
Hirshleifer	hirshleifer	nn1_np1	
of	of	io
Ohio	ohio	np1
State	state	nn1
University	university	nn1
and	and	cc
Tyler	tyler	np1
Shumway	shumway	nn1_np1
of	of	io
the	the	at
University	university	nn1
of	of	io
Michigan	michigan	np1
looked	look	vvd
at	at	ii
stock	stock	nn1
markets	market	nn2
in	in	ii
26	26	mc
countries	country	nn2
over	over	rg
16	16	mc
years	year	nnt2
and	and	cc
found	find	vvd_vvn
that	that	dd1_cst
performance	performance	nn1
goes	go	vvz
up	up	rp
as	as	csa_ii@
cloud	cloud	nn1
cover	cover	nn1
goes	go	vvz
down	down	rp
,	,	y
bolstering	bolster	vvg
a	a	at1
claim	claim	nn1
first	first	md
made	make	vvd_vvn
a	a	at1
decade	decade	nnt1
ago	ago	ra
.	.	y
The	the	at
reason	reason	nn1
is	be	vbz
what	what	ddq
you	you	ppy
might	might	vm
think	think	vvi
:	:	y
sunny	sunny	jj
weather	weather	nn1
leads	lead	vvz
to	to	ii
a	a	at1
sunny	sunny	jj
disposition	disposition	nn1
and	and	cc
a	a	at1
more	more	rgr
optimistic	optimistic	jj
outlook	outlook	nn1
on	on	ii
prospects	prospect	nn2
.	.	y
There	there	ex
's	be	vbz
no	no	at
money	money	nn1
in	in	ii
sunny	sunny	jj
,	,	y
though	though	rr@
.	.	y
Transaction	transaction	nn1
costs	cost	nn2_vvz
will	will	vm
probably	probably	rr
erase	erase	vvi
any	any	dd
benefit	benefit	nn1
gained	gain	vvd_vvn
trading	trade	vvg_nn1
on	on	ii
nice	nice	jj
days	day	nnt2
.	.	y
The	the	at
real	real	jj
lesson	lesson	nn1
:	:	y
"	"	"
Somebody	somebody	pn1
out	out	rp
there	there	rl_ex
is	be	vbz
trading	trade	vvg
on	on	ii
emotion	emotion	nn1
,	,	y
"	"	"
says	say	vvz
Shumway	shumway	nn1_np1
.	.	y
"	"	"
That	that	dd1
should	should	vm
n't	n't	xx
be	be	vbi
you	you	ppy
.	.	y
"	"	"
 -- 	--	nn1_jj
By	by	ii
Barbara	barbara	np1
Kiviat	kiviat	np1	
