@@365336	##	fo
U.S.	u.s.-	np1
doctors	doctor	nn2
may	may	vm
be	be	vbi
ordering	order	vvg
too	too	rg
many	many	da2
colonoscopies	colonoscopy	nn2	
to	to	to
check	check	vvi
patients	patient	nn2
whose	whose	ddqge
colorectal	colorectal	jj
polyps	polyp	nn2
have	have	vh0
already	already	rr
been	be	vbn
removed	remove	vvn
.	.	y
Most	most	dat
patients	patient	nn2
with	with	iw
benign	benign	jj
polyps	polyp	nn2
or	or	cc
other	other	jj
low-risk	low-risk	jj_nn1
growths	growth	nn2
in	in	ii
the	the	at
intestine	intestine	nn1
need	need	vv0
monitoring	monitor	vvg_nn1
only	only	rr_jj
once	once	rr_cs@
every	every	at1
three	three	mc
to	to	ii
five	five	mc
years	year	nnt2
or	or	cc
not	not	xx
at	at	rr21
all	all	rr22
.	.	y
But	but	ccb
a	a	at1
survey	survey	nn1
in	in	ii
the	the	at
Annals	annal	nn2
of	of	io
Internal	internal	jj
Medicine	medicine	nn1
finds	find	vvz
that	that	cst
many	many	da2
doctors	doctor	nn2
perform	perform	vv0
follow-up	follow-up	jj_nn1
colonoscopies	colonoscopy	nn2	
more	more	rgr
frequently	frequently	rr
,	,	y
which	which	ddq
puts	put	vvz
patients	patient	nn2
at	at	ii
further	far	jjr@_rrr
risk	risk	nn1_vv0
for	for	if
tears	tear	nn2
in	in	ii
the	the	at
colon	colon	nn1
and	and	cc
other	other	jj
complications	complication	nn2
.	.	y
