@@380337	##	fo
As	as	ii_csa
the	the	at
editor	editor	nn1
of	of	io
the	the	at
Iranian	iranian	jj
Feminist	feminist	jj
Tribune	tribune	nn1
,	,	y
a	a	at1
website	website	nn1
devoted	devote	vvd@_jj_vvn%
to	to	ii
women	woman	nn2
's	's	ge
issues	issue	nn2
,	,	y
Parvin	parvin	np1
Ardalan	ardalan	np1	
used	use	vmk
to	to	to
sit	sit	vvi
at	at	ii
her	her	appge
home	home	nn1
computer	computer	nn1
each	each	dd1
night	night	nnt1
,	,	y
posting	post	vvg_nn1
news	news	nn1
articles	article	nn2
on	on	ii
the	the	at
site	site	nn1
that	that	cst
the	the	at
country	country	nn1
's	's	ge
print	print	nn1
press	press	nn1
would	would	vm
never	never	rr
carry	carry	vvi
.	.	y
She	she	pphs1
spread	spread	vvd
the	the	at
word	word	nn1
about	about	rg
sit-ins	sit-in	nnu2
and	and	cc
seminars	seminar	nn2
.	.	y
At	at	ii
its	its	appge
busiest	busy	jjt
,	,	y
the	the	at
site	site	nn1
attracted	attract	vvd_vvn
70,000	70,000	mc
visitors	visitor	nn2
a	a	at1
day	day	nnt1
.	.	y
But	but	ccb
late	late	rr_jj
last	last	md
year	year	nnt1
,	,	y
Ardalan	ardalan	np1	
received	receive	vvd
a	a	at1
text	text	nn1
message	message	nn1
from	from	ii
a	a	at1
friend	friend	nn1
informing	inform	vvg
her	her	ppho1
that	that	cst
the	the	at
site	site	nn1
had	have	vhd
disappeared	disappear	vvn
.	.	y
Along	along	ii21
with	with	ii22
thousands	thousands	m
of	of	io
other	other	jj
websites	website	nn2
 -- 	--	nn1_jj
including	including	ii
opposition	opposition	nn1
blogs	blogs	vvz_nn2
like	like	ii
