@@366613	##	fo
Everyone	everyone	pn1
knows	know	vvz
the	the	at
taste	taste	nn1
of	of	io
sweet	sweet	jj_nn1@
and	and	cc
sour	sour	jj_vv0@
,	,	y
but	but	ccb
what	what	ddq
do	do	vd0
hot	hot	jj
and	and	cc
cold	cold	jj
taste	taste	nn1
like	like	ii_vv0@
?	?	y
According	according	ii21
to	to	ii22
scientists	scientist	nn2
from	from	ii
the	the	at
Yale	yale	np1
School	school	nn1
of	of	io
Medicine	medicine	nn1
,	,	y
temperature	temperature	nn1
has	have	vhz
its	its	appge
own	own	da
flavors	flavor	nn2
.	.	y
Writing	write	vvg_nn1
in	in	ii
the	the	at
current	current	jj
issue	issue	nn1
of	of	io
Nature	nature	nn1
,	,	y
they	they	pphs2
report	report	vv0@
that	that	cst_dd1
warming	warm	vvg
the	the	at
front	front	nn1
of	of	io
the	the	at
tongue	tongue	nn1
induces	induce	vvz
a	a	at1
suggestion	suggestion	nn1
of	of	io
sweetness	sweetness	nn1
,	,	y
and	and	cc
cooling	cool	vvg
it	it	pph1
produces	produce	vvz
a	a	at1
salty	salty	jj
or	or	cc
sour	sour	jj
taste	taste	nn1
;	;	y
chilling	chill	vvg%_jj
the	the	at
back	back	nn1
of	of	io
the	the	at
tongue	tongue	nn1
,	,	y
by	by	ii
contrast	contrast	nn1
,	,	y
creates	create	vvz
a	a	at1
sour	sour	jj
or	or	cc
bitter	bitter	jj
sensation	sensation	nn1
.	.	y
No	no	pn121
one	one	pn122
knows	know	vvz
if	if	cs
these	these	dd2
false	false	jj
taste	taste	nn1
sensations	sensation	nn2
affect	affect	vv0
flavor	flavor	nn1_vv0
,	,	y
but	but	ccb
experts	expert	nn2
suspect	suspect	vv0
they	they	pphs2
are	be	vbr
too	too	rg
faint	faint	jj
for	for	if
the	the	at
brain	brain	nn1
to	to	to
discern	discern	vvi
in	in	ii
the	the	at
sensory	sensory	jj
din	din	nn1
of	of	io
a	a	at1
mouthful	mouthful	nn1
of	of	io
well-seasoned	well-seasoned	jj
food	food	nn1
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Unmesh	unmesh	np1	
Kher	kher	np1_nn1	
