@@363881	##	fo
Doctors	doctor	nn2
have	have	vh0
long	long	rr
thought	think	vvn
the	the	at
placebo	placebo	nn1
effect	effect	nn1
is	be	vbz
all	all	db_rr@
in	in	ii
the	the	at
head	head	nn1
,	,	y
and	and	cc
it	it	pph1
turns	turn	vvz
out	out	rp
they	they	pphs2
may	may	vm
be	be	vbi
right	right	jj
.	.	y
Using	use	vvg
functional	functional	jj
magnetic	magnetic	jj
resonance	resonance	nn1
imaging	image	nn1_vvg
,	,	y
which	which	ddq
captures	capture	vvz
differences	difference	nn2
in	in	ii
blood	blood	nn1
flow	flow	nn1
in	in	ii
the	the	at
brain	brain	nn1
,	,	y
researchers	researcher	nn2
have	have	vh0
produced	produce	vvn
the	the	at
strongest	strong	jjt
evidence	evidence	nn1
yet	yet	rr
of	of	io
how	how	rrq
the	the	at
placebo	placebo	nn1
effect	effect	nn1
works	work	vvz_nn
.	.	y
In	in	ii
a	a	at1
study	study	nn1
conducted	conduct	vvn_vvd
at	at	ii
the	the	at
Ann	ann	np1
Arbor	arbor	np1
Veterans	veteran	nn2
Affairs	affair	nn2
Health	health	nn1
System	system	nn1
,	,	y
the	the	at
University	university	nn1
of	of	io
Michigan	michigan	np1
and	and	cc
Princeton	princeton	np1
,	,	y
the	the	at
subjects	subject	nn2
were	be	vbdr
given	give	vvn
harmless	harmless	jj
but	but	ccb
frequently	frequently	rr
painful	painful	jj
electric	electric	jj
shocks	shock	nn2
and	and	cc
then	then	rt
provided	provide	vvn_vvd
with	with	iw
what	what	ddq
they	they	pphs2
were	be	vbdr
told	tell	vvn
was	be	vbdz
a	a	at1
pain-relieving	pain-relieving	jj_nn1
cream	cream	nn1
.	.	y
After	after	cs_ii
the	the	at
bogus	bogus	jj
cream	cream	nn1
was	be	vbdz
applied	apply	vvn_jj
,	,	y
nerve	nerve	nn1_vv0@
activity	activity	nn1
in	in	ii
the	the	at
brains	brain	nn2
of	of	io
the	the	at
volunteers	volunteer	nn2
changed	change	vvn_vvd
.	.	y
The	the	at
prefrontal	prefrontal	jj
cortex	cortex	nn1
,	,	y
involved	involved	jj
in	in	ii
easing	ease	vvg
pain	pain	nn1
,	,	y
became	become	vvd
more	more	rgr_dar
active	active	jj
,	,	y
while	while	cs
regions	region	nn2
involved	involved	jj
in	in	ii
sensing	sense	vvg_nn1
pain	pain	nn1
quieted	quiet	vvd
down	down	rp
.	.	y
When	when	cs_rrq
it	it	pph1
comes	come	vvz
to	to	ii
feeling	feel	vvg
less	less	dar
pain	pain	nn1
,	,	y
it	it	pph1
seems	seem	vvz
,	,	y
you	you	ppy
got	get	vvn
ta	ta	to
believe	believe	vvi
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Alice	alice	np1
Park	park	nn1
